code_uic,libelle,fret,code_ligne,geometry
87116509,Changis-St-Jean,True,070000,POINT (3.025347777327805 48.959163690946)
87734111,Aubiat,False,790000,POINT (3.160423216545076 45.98387527178274)
87576157,Loreux,False,600000,POINT (1.834338665664358 47.39020300816227)
87732404,Gannat,True,790000,POINT (3.204865220044901 46.09761786344048)
87753426,Rassuen,False,935000,POINT (4.972962941894131 43.49679703643228)
87393637,Chilly-Mazarin,False,990000,POINT (2.307528869423245 48.70092544183231)
87576132,Marmagne,False,690000,POINT (2.282794642929905 47.09990251735061)
87595298,Mussidan,True,621000,POINT (0.35390788603393 45.03454481997637)
87296434,Mennessis,False,261000,POINT (3.270235364802346 49.69217655701143)
87286856,Annappes,False,269000,POINT (3.146351026241638 50.62287623268902)
87444059,Audrieu,False,366000,POINT (-0.59524926372253 49.21631849079544)
87715003,Pontarlier,True,875000,POINT (6.35711525805957 46.89957665788726)
87721001,Lyon-Vaise,True,830000,POINT (4.803463671227939 45.780177493561084)
87281121,Arnèke,False,301000,POINT (2.408173440631013 50.83081761668788)
87764472,Le Teil,True,805000,POINT (4.686672580575166 44.55326767567776)
87286849,Lesquin,False,267000,POINT (3.118755929274787 50.58999849190853)
87775072,St-Césaire,True,810000,POINT (4.327963542425942 43.81354643783717)
87191387,Anzeling,False,174000,POINT (6.45958640765899 49.26241675817566)
