code_uic,libelle,fret,code_ligne,geometry,code_postal,Segmentation DRG,Total Voyageurs,Total Voyageurs + Non Voyageurs,Année
87545178,Bouray,False,570000,POINT (2.289125822214122 48.53193456584341),91850,B,1463257.0,1463257.0,2018
87545178,Bouray,False,570000,POINT (2.289125822214122 48.53193456584341),91850,B,1476220.0,1476220.0,2019
87545178,Bouray,False,570000,POINT (2.289125822214122 48.53193456584341),91850,B,626559.0,626559.0,2020
87545178,Bouray,False,570000,POINT (2.289125822214122 48.53193456584341),91850,B,953033.0,953033.0,2021
87545178,Bouray,False,570000,POINT (2.289125822214122 48.53193456584341),91850,B,1219351.0,1219351.0,2022
87545178,Bouray,False,570000,POINT (2.289125822214122 48.53193456584341),91850,B,1297583.0,1297583.0,2023
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,135639.0,135639.0,2015
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,120952.0,120952.0,2016
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,117396.0,117396.0,2017
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,105949.0,105949.0,2018
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,110786.0,110786.0,2019
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,72011.0,72011.0,2020
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,92548.0,92548.0,2021
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,125935.0,125935.0,2022
87192666,Conflans-Jarny,True,086000,POINT (5.878422547382812 49.16607952736859),54800,C,159176.0,159176.0,2023
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,31465.0,31465.0,2015
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,31169.0,31169.0,2016
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,31709.0,31709.0,2017
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,23642.0,23642.0,2018
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,33712.0,33712.0,2019
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,26993.0,26993.0,2020
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,39721.0,39721.0,2021
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,59827.0,59827.0,2022
87672139,Coarraze-Nay,False,650000,POINT (-0.241804210231494 43.181715778592164),64800,C,75278.0,75278.0,2023
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,2127635.0,2127635.0,2015
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,2183957.0,2183957.0,2016
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,2232729.0,2232729.0,2017
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,2235303.0,2235303.0,2018
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,2253078.0,2253078.0,2019
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,919807.0,919807.0,2020
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,3739057.0,3739057.0,2021
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,1860250.0,1860250.0,2022
87276253,Louvres,False,272000,POINT (2.50268103860227 49.04998445074363),95380,B,1980516.0,1980516.0,2023
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,19069.0,19069.0,2015
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,18351.0,18351.0,2016
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,17974.0,17974.0,2017
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,16672.0,16672.0,2018
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,17528.0,17528.0,2019
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,10037.0,10037.0,2020
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,9780.0,9780.0,2021
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,15396.0,15396.0,2022
87586438,Penne,True,631000,POINT (0.799116777400769 44.3767441210141),47140,C,14799.0,14799.0,2023
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,14511.0,14511.0,2015
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,14006.0,14006.0,2016
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,14587.0,14587.0,2017
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,12321.0,12321.0,2018
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,15283.0,15283.0,2019
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,8614.0,8614.0,2020
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,11758.0,11758.0,2021
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,14635.0,14635.0,2022
87444406,Houlgate,False,379000,POINT (-0.077176226521172 49.3000227237494),14510,C,15045.0,15045.0,2023
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,19791.0,19791.0,2015
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,19398.0,19398.0,2016
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,20861.0,20861.0,2017
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,20413.0,20413.0,2018
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,23699.0,23699.0,2019
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,14529.0,14529.0,2020
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,21401.0,21401.0,2021
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,39773.0,39773.0,2022
87575068,Maillé,False,570000,POINT (0.583165439178811 47.0531664230112),37800,C,42442.0,42442.0,2023
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,517.0,517.0,2015
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,662.0,662.0,2016
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,621.0,621.0,2017
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,776.0,776.0,2018
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,968.0,968.0,2019
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,849.0,849.0,2020
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,1181.0,1181.0,2021
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,1798.0,1798.0,2022
87775148,Chasseradès,False,723000,POINT (3.839817631340908 44.55390295388242),48250,C,2512.0,2512.0,2023
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,7642.0,7642.0,2015
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,7710.0,7710.0,2016
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,7773.0,7773.0,2017
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,12240.0,12240.0,2018
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,26533.0,26533.0,2019
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,9656.0,9656.0,2020
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,7865.0,7865.0,2021
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,11117.0,11117.0,2022
87281402,Coudekerque-Branche,True,301000,POINT (2.375589735739861 51.01696058093097),59210,C,9750.0,9750.0,2023
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,2316129.0,2895161.0,2015
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,2277907.0,2847384.0,2016
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,2313592.0,2891990.0,2017
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,2164053.0,2705066.0,2018
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,2277888.0,2847360.0,2019
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,1495127.0,1868909.0,2020
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,1887027.0,2358783.0,2021
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,2341622.0,2927027.0,2022
87276691,Compiègne,True,242000,POINT (2.823822782539432 49.42236607204572),60200,B,2537416.0,3171771.0,2023
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,2413.0,2413.0,2015
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,2132.0,2132.0,2016
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,3120.0,3120.0,2017
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,2218.0,2218.0,2018
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,2791.0,2791.0,2019
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,1526.0,1526.0,2020
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,3547.0,3547.0,2021
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,8541.0,8541.0,2022
87611624,St-Jean-de-Verges,False,672000,POINT (1.608078902407973 43.01220711365853),9000,C,11540.0,11540.0,2023
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,44243.0,44243.0,2015
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,38422.0,38422.0,2016
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,32521.0,32521.0,2017
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,32292.0,32292.0,2018
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,35922.0,35922.0,2019
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,25344.0,25344.0,2020
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,34660.0,34660.0,2021
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,46414.0,46414.0,2022
87131961,Brion-Montréal-la-Cluse,False,878000,POINT (5.558441193876044 46.175691283446966),1460,C,45871.0,45871.0,2023
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,337360.0,355115.0,2015
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,321391.0,338306.0,2016
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,344846.0,362996.0,2017
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,336431.0,354138.0,2018
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,385974.0,406288.0,2019
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,256383.0,269877.0,2020
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,324489.0,341568.0,2021
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,395380.0,416190.0,2022
87582643,La Teste,True,657000,POINT (-1.142811777104824 44.63711174414552),33260,B,407005.0,428426.0,2023
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,2446842.0,2446842.0,2015
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,2550407.0,2550407.0,2016
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,2643726.0,2643726.0,2017
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,2688760.0,2688760.0,2018
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,2754273.0,2754273.0,2019
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,1229850.0,1229850.0,2020
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,1536083.0,1536083.0,2021
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,2274636.0,2274636.0,2022
87272146,Les Grésillons,False,962000,POINT (2.314073814725131 48.92011985082452),92230,B,2420587.0,2420587.0,2023
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,723873.0,952465.0,2015
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,739676.0,973258.0,2016
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,791713.0,1041728.0,2017
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,733608.0,965274.0,2018
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,739793.0,973412.0,2019
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,360875.0,474836.0,2020
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,476167.0,626536.0,2021
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,605331.0,796488.0,2022
87300822,Belfort-Montbéliard-TGV,False,014000,POINT (6.898445295065642 47.58602332146186),90400,A,668206.0,879219.0,2023
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,64914.0,64914.0,2015
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,61394.0,61394.0,2016
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,67731.0,67731.0,2017
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,63529.0,63529.0,2018
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,68125.0,68125.0,2019
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,45264.0,45264.0,2020
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,53234.0,53234.0,2021
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,64374.0,64374.0,2022
87286567,Rosult,False,267000,POINT (3.348301824455115 50.45647906448284),59230,C,74691.0,74691.0,2023
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,36325.0,36325.0,2015
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,36575.0,36575.0,2016
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,34869.0,34869.0,2017
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,28325.0,28325.0,2018
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,33056.0,33056.0,2019
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,23456.0,23456.0,2020
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,29328.0,29328.0,2021
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,37650.0,37650.0,2022
87575365,St-Saviol,True,570000,POINT (0.2178246354634 46.14701859090696),86400,C,42394.0,42394.0,2023
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,698676.0,873346.0,2015
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,706331.0,882914.0,2016
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,747269.0,934087.0,2017
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,714434.0,893042.0,2018
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,773711.0,967139.0,2019
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,415684.0,519605.0,2020
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,497057.0,621322.0,2021
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,688087.0,860109.0,2022
87281071,Calais-Fréthun,False,216000,POINT (1.811555402785078 50.90157078805257),62185,B,743226.0,929033.0,2023
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,29.0,29.0,2015
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,33.0,33.0,2016
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,49.0,49.0,2017
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,29.0,29.0,2018
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,111.0,111.0,2019
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,54.0,54.0,2020
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,76.0,76.0,2021
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,101.0,101.0,2022
87784710,Joncet,False,669000,POINT (2.311245947030554 42.56153911462529),66193,C,82.0,82.0,2023
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,962.0,962.0,2015
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,1310.0,1310.0,2016
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,926.0,926.0,2017
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,230.0,230.0,2018
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,149.0,149.0,2019
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,230.0,230.0,2020
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,0.0,0.0,2021
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,0.0,0.0,2022
87611129,Labarthe-Inard,False,650000,POINT (0.851961795025663 43.10494554638341),31800,C,0.0,0.0,2023
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,92784.0,115980.0,2015
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,92624.0,115780.0,2016
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,98350.0,122938.0,2017
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,106829.0,133536.0,2018
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,113762.0,142203.0,2019
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,81152.0,101440.0,2020
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,123458.0,154323.0,2021
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,183608.0,229510.0,2022
87571836,Cinq-Mars-la-Pile,False,515000,POINT (0.460452261139509 47.345053921056675),37130,B,176011.0,220014.0,2023
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,130306.0,143194.0,2015
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,131514.0,144521.0,2016
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,140463.0,154355.0,2017
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,140911.0,154847.0,2018
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,153540.0,168726.0,2019
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,105410.0,115836.0,2020
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,138154.0,151817.0,2021
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,185230.0,203549.0,2022
87723494,St-André-le-Gaz,True,905000,POINT (5.524736587636923 45.543937042202934),38490,B,195125.0,214423.0,2023
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,6896.0,6896.0,2015
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,7031.0,7031.0,2016
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,7512.0,7512.0,2017
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,5726.0,5726.0,2018
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,6702.0,6702.0,2019
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,5917.0,5917.0,2020
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,7404.0,7404.0,2021
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,9208.0,9208.0,2022
87613042,Rocamadour-Padirac,False,718000,POINT (1.65747141746726 44.81819048949338),46500,C,9155.0,9155.0,2023
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,93634.0,93634.0,2015
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,96400.0,96400.0,2016
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,106305.0,106305.0,2017
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,109779.0,109779.0,2018
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,113151.0,113151.0,2019
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,59342.0,59342.0,2020
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,82501.0,82501.0,2021
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,123691.0,123691.0,2022
87484337,La Possonnière,False,515000,POINT (-0.694419784842234 47.37109135201225),49170,C,143293.0,143293.0,2023
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,21743.0,21743.0,2015
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,20230.0,20230.0,2016
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,18765.0,18765.0,2017
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,14734.0,14734.0,2018
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,12852.0,12852.0,2019
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,6753.0,6753.0,2020
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,10849.0,10849.0,2021
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,16950.0,16950.0,2022
87611517,L'Hospitalet-près-l'Andorre,False,672000,POINT (1.800026840097773 42.58950239779913),9390,C,19765.0,19765.0,2023
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,27985.0,27985.0,2015
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,27794.0,27794.0,2016
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,30003.0,30003.0,2017
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,30245.0,30245.0,2018
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,40509.0,40509.0,2019
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,26661.0,26661.0,2020
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,37101.0,37101.0,2021
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,55399.0,55399.0,2022
87673293,Labenne,False,655000,POINT (-1.428786764562736 43.587071200419665),40530,C,62827.0,62827.0,2023
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,66457.0,66457.0,2015
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,58718.0,58718.0,2016
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,61813.0,61813.0,2017
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,59292.0,59292.0,2018
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,69841.0,69841.0,2019
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,36998.0,36998.0,2020
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,43030.0,43030.0,2021
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,53660.0,53660.0,2022
87286526,Wattignies-Templemars,False,272000,POINT (3.051235483877137 50.57837888517213),59680,C,58212.0,58212.0,2023
87141812,Dieulouard,True,090000,POINT (6.071541266219486 48.84382867599081),54380,C,114246.0,114246.0,2015
87141812,Dieulouard,True,090000,POINT (6.071541266219486 48.84382867599081),54380,C,107485.0,107485.0,2016
87141812,Dieulouard,True,090000,POINT (6.071541266219486 48.84382867599081),54380,C,111942.0,111942.0,2017
87141812,Dieulouard,True,090000,POINT (6.071541266219486 48.84382867599081),54380,C,109715.0,109715.0,2018
87141812,Dieulouard,True,090000,POINT (6.071541266219486 48.84382867599081),54380,C,121260.0,121260.0,2019
87141812,Dieulouard,True,090000,POINT (6.071541266219486 48.84382867599081),54380,C,75096.0,75096.0,2020
87141812,Dieulouard,True,090000,POINT (6.071541266219486 48.84382867599081),54380,C,84166.0,84166.0,2021
