code_uic,Code postal,Segmentation DRG,Total Voyageurs,Total Voyageurs + Non Voyageurs,Année
87313759,60220,C,39720,39720,2015
87313759,60220,C,41096,41096,2016
87313759,60220,C,43760,43760,2017
87313759,60220,C,40228,40228,2018
87313759,60220,C,42685,42685,2019
87313759,60220,C,32396,32396,2020
87313759,60220,C,51811,51811,2021
87313759,60220,C,71517,71517,2022
87313759,60220,C,77974,77974,2023
87481614,44170,C,35989,35989,2015
87481614,44170,C,33021,33021,2016
87481614,44170,C,35637,35637,2017
87481614,44170,C,38027,38027,2018
87481614,44170,C,38473,38473,2019
87481614,44170,C,22773,22773,2020
87481614,44170,C,27466,27466,2021
87481614,44170,C,40825,40825,2022
87481614,44170,C,54862,54862,2023
87317362,80100,B,758410,924890,2015
87317362,80100,B,727081,886684,2016
87317362,80100,B,750298,914998,2017
87317362,80100,B,710325,866250,2018
87317362,80100,B,757362,923612,2019
87317362,80100,B,505759,616779,2020
87317362,80100,B,650701,793538,2021
87317362,80100,B,841557,1026289,2022
87317362,80100,B,922376,1124849,2023
87545269,94480,B,1427319,1427319,2015
87545269,94480,B,1453063,1453063,2016
87545269,94480,B,1471462,1471462,2017
87545269,94480,B,1462108,1462108,2018
87545269,94480,B,1457253,1457253,2019
87545269,94480,B,660309,660309,2020
87545269,94480,B,1594567,1594567,2021
87545269,94480,B,1203692,1203692,2022
87545269,94480,B,1280926,1280926,2023
87316745,80560,C,898,898,2015
87316745,80560,C,308,308,2016
87316745,80560,C,104,104,2017
87316745,80560,C,235,235,2018
87316745,80560,C,2,2,2019
87316745,80560,C,0,0,2020
87316745,80560,C,0,0,2021
87316745,80560,C,2,2,2022
87316745,80560,C,0,0,2023
87342048,62121,C,92018,92018,2015
87342048,62121,C,92084,92084,2016
87342048,62121,C,96451,96451,2017
87342048,62121,C,92323,92323,2018
87342048,62121,C,97848,97848,2019
87342048,62121,C,67305,67305,2020
87342048,62121,C,71432,71432,2021
87342048,62121,C,80648,80648,2022
87342048,62121,C,82597,82597,2023
87386052,78100,B,241046,241046,2015
87386052,78100,B,238687,238687,2016
87386052,78100,B,235698,235698,2017
87386052,78100,B,228032,228032,2018
87386052,78100,B,221003,221003,2019
87386052,78100,B,126513,126513,2020
87386052,78100,B,209673,209673,2021
87386052,78100,B,177092,177092,2022
87386052,78100,B,188426,188426,2023
87381657,78260,B,3389509,3389509,2015
87381657,78260,B,3454567,3454567,2016
87381657,78260,B,3497615,3497615,2017
87381657,78260,B,3478859,3478859,2018
87381657,78260,B,3468208,3468208,2019
87381657,78260,B,1597517,1597517,2020
87381657,78260,B,2443547,2443547,2021
87381657,78260,B,3645213,3645213,2022
87381657,78260,B,3694037,3694037,2023
87757559,83530,C,19121,19121,2015
87757559,83530,C,19240,19240,2016
87757559,83530,C,14154,14154,2017
87757559,83530,C,15093,15093,2018
87757559,83530,C,22284,22284,2019
87757559,83530,C,15390,15390,2020
87757559,83530,C,25094,25094,2021
87757559,83530,C,32800,32800,2022
87757559,83530,C,39364,39364,2023
87781278,34300,B,662516,828146,2015
87781278,34300,B,660656,825820,2016
87781278,34300,B,697091,871364,2017
87781278,34300,B,588297,735372,2018
87781278,34300,B,542288,677860,2019
87781278,34300,B,394380,492975,2020
87781278,34300,B,561160,701450,2021
87781278,34300,B,689202,861503,2022
87781278,34300,B,757491,946864,2023
87586008,47000,A,1183150,1478938,2015
87586008,47000,A,1141620,1427026,2016
87586008,47000,A,1194455,1493068,2017
87586008,47000,A,1109199,1386499,2018
87586008,47000,A,1211323,1514154,2019
87586008,47000,A,860964,1076205,2020
87586008,47000,A,1184007,1480009,2021
87586008,47000,A,1540511,1925639,2022
87586008,47000,A,1640325,2050407,2023
87595157,24460,C,1127,1127,2015
87595157,24460,C,1134,1134,2016
87595157,24460,C,1583,1583,2017
87595157,24460,C,1492,1492,2018
87595157,24460,C,2538,2538,2019
87595157,24460,C,3271,3271,2020
87595157,24460,C,4119,4119,2021
87595157,24460,C,6468,6468,2022
87595157,24460,C,9537,9537,2023
87171702,2190,C,9821,9821,2015
87171702,2190,C,8979,8979,2016
87171702,2190,C,7368,7368,2017
87171702,2190,C,6155,6155,2018
87171702,2190,C,8796,8796,2019
87171702,2190,C,10436,10436,2020
87171702,2190,C,12294,12294,2021
87171702,2190,C,13197,13197,2022
87171702,2190,C,13464,13464,2023
87485193,17290,C,0,0,2015
87485193,17290,C,266,266,2016
87485193,17290,C,14513,14513,2017
87485193,17290,C,18670,18670,2018
87485193,17290,C,31170,31170,2019
87485193,17290,C,24987,24987,2020
87485193,17290,C,32989,32989,2021
87485193,17290,C,51200,51200,2022
87485193,17290,C,61127,61127,2023
87741421,73610,C,4071,4071,2015
87741421,73610,C,3912,3912,2016
87741421,73610,C,3117,3117,2017
87741421,73610,C,2535,2535,2018
87741421,73610,C,4754,4754,2019
87741421,73610,C,2921,2921,2020
87741421,73610,C,3658,3658,2021
87741421,73610,C,4046,4046,2022
87741421,73610,C,4394,4394,2023
87741256,73220,C,67365,67365,2015
87741256,73220,C,69078,69078,2016
87741256,73220,C,77759,77759,2017
87741256,73220,C,76441,76441,2018
87741256,73220,C,80418,80418,2019
87741256,73220,C,62936,62936,2020
87741256,73220,C,65472,65472,2021
87741256,73220,C,73947,73947,2022
87741256,73220,C,82209,82209,2023
87734129,63260,C,75873,75873,2015
87734129,63260,C,78088,78088,2016
87734129,63260,C,77218,77218,2017
87734129,63260,C,70745,70745,2018
87734129,63260,C,75954,75954,2019
87734129,63260,C,50677,50677,2020
87734129,63260,C,55143,55143,2021
87734129,63260,C,70599,70599,2022
87734129,63260,C,86794,86794,2023
87775858,30220,C,3917,3917,2015
87775858,30220,C,3546,3546,2016
87775858,30220,C,4822,4822,2017
87775858,30220,C,5311,5311,2018
87775858,30220,C,6146,6146,2019
87775858,30220,C,5683,5683,2020
87775858,30220,C,8201,8201,2021
87775858,30220,C,11325,11325,2022
87775858,30220,C,17034,17034,2023
87586693,47190,C,92826,92826,2015
87586693,47190,C,90187,90187,2016
87586693,47190,C,96909,96909,2017
87586693,47190,C,92690,92690,2018
87586693,47190,C,109094,109094,2019
87586693,47190,C,89616,89616,2020
87586693,47190,C,106764,106764,2021
87586693,47190,C,133450,133450,2022
87586693,47190,C,152744,152744,2023
87185629,70320,C,6932,6932,2015
87185629,70320,C,5942,5942,2016
87185629,70320,C,5594,5594,2017
87185629,70320,C,4429,4429,2018
87185629,70320,C,7348,7348,2019
87185629,70320,C,8639,8639,2020
87185629,70320,C,5715,5715,2021
87185629,70320,C,5628,5628,2022
87185629,70320,C,4553,4553,2023
87313221,80250,B,115038,143798,2015
87313221,80250,B,109495,136869,2016
87313221,80250,B,109757,137197,2017
87313221,80250,B,99154,123942,2018
87313221,80250,B,110710,138388,2019
87313221,80250,B,93929,117411,2020
87313221,80250,B,115954,144943,2021
87313221,80250,B,128969,161212,2022
87313221,80250,B,158871,198589,2023
87313098,80470,B,130027,162534,2015
87313098,80470,B,123926,154908,2016
87313098,80470,B,130664,163330,2017
87313098,80470,B,126145,157681,2018
87313098,80470,B,134750,168438,2019
87313098,80470,B,105120,131401,2020
87313098,80470,B,112866,141082,2021
87313098,80470,B,133695,167119,2022
87313098,80470,B,158414,198018,2023
87775833,30470,C,86,86,2015
87775833,30470,C,159,159,2016
87775833,30470,C,230,230,2017
87775833,30470,C,445,445,2018
87775833,30470,C,1034,1034,2019
87775833,30470,C,3752,3752,2020
87775833,30470,C,6335,6335,2021
87775833,30470,C,2750,2750,2022
87775833,30470,C,2374,2374,2023
87741769,73210,C,101243,101243,2015
87741769,73210,C,105331,105331,2016
87741769,73210,C,106398,106398,2017
87741769,73210,C,104267,104267,2018
87741769,73210,C,105825,105825,2019
87741769,73210,C,71603,71603,2020
87741769,73210,C,60161,60161,2021
87741769,73210,C,126465,126465,2022
87741769,73210,C,123261,123261,2023
87713636,21110,C,26267,26267,2015
87713636,21110,C,24134,24134,2016
87713636,21110,C,25375,25375,2017
87713636,21110,C,24241,24241,2018
87713636,21110,C,25004,25004,2019
87713636,21110,C,19409,19409,2020
87713636,21110,C,21511,21511,2021
87713636,21110,C,33880,33880,2022
87713636,21110,C,30881,30881,2023
87751404,13100,B,1011615,1076187,2015
87751404,13100,B,998093,1061802,2016
87751404,13100,B,1106279,1176893,2017
87751404,13100,B,769147,818241,2018
87751404,13100,B,542347,576965,2019
87751404,13100,B,189752,201864,2020
87751404,13100,B,276414,294057,2021
87751404,13100,B,603811,642352,2022
87751404,13100,B,776483,826046,2023
87319012,13592,A,3388402,5212927,2015
87319012,13592,A,3403078,5235505,2016
87319012,13592,A,3699076,5690886,2017
87319012,13592,A,3597729,5534968,2018
87319012,13592,A,3594151,5529463,2019
87319012,13592,A,2059068,3167797,2020
87319012,13592,A,2916645,4487146,2021
87319012,13592,A,3739796,5753533,2022
87319012,13592,A,3697010,5687708,2023
87741132,73100,B,1299301,1624127,2015
87741132,73100,B,1295717,1619647,2016
87741132,73100,B,1370409,1713011,2017
87741132,73100,B,1287574,1609468,2018
87741132,73100,B,1515076,1893845,2019
87741132,73100,B,988929,1236162,2020
87741132,73100,B,1322646,1653308,2021
87741132,73100,B,1589138,1986422,2022
87741132,73100,B,1713650,2142063,2023
87592667,87700,C,8442,8442,2015
87592667,87700,C,8301,8301,2016
87592667,87700,C,8524,8524,2017
87592667,87700,C,5734,5734,2018
87592667,87700,C,10016,10016,2019
87592667,87700,C,8611,8611,2020
87592667,87700,C,11887,11887,2021
87592667,87700,C,15445,15445,2022
87592667,87700,C,14209,14209,2023
87722744,69340,C,21972,21972,2015
87722744,69340,C,27939,27939,2016
87722744,69340,C,35720,35720,2017
87722744,69340,C,37031,37031,2018
87722744,69340,C,37840,37840,2019
87722744,69340,C,32702,32702,2020
87722744,69340,C,37923,37923,2021
87722744,69340,C,48664,48664,2022
87722744,69340,C,46652,46652,2023
87746115,73410,C,86131,86131,2015
87746115,73410,C,86676,86676,2016
87746115,73410,C,99810,99810,2017
87746115,73410,C,84275,84275,2018
87746115,73410,C,106006,106006,2019
87746115,73410,C,67880,67880,2020
87746115,73410,C,90061,90061,2021
87746115,73410,C,126604,126604,2022
87746115,73410,C,138278,138278,2023
87313072,80300,B,453216,559527,2015
87313072,80300,B,455852,562780,2016
87313072,80300,B,471473,582065,2017
87313072,80300,B,447970,553049,2018
87313072,80300,B,473720,584840,2019
87313072,80300,B,347558,429083,2020
87313072,80300,B,421455,520314,2021
87313072,80300,B,524871,647989,2022
87313072,80300,B,600665,741562,2023
87741645,73200,B,358299,411838,2015
87741645,73200,B,330624,380028,2016
87741645,73200,B,336210,386448,2017
87741645,73200,B,290751,334196,2018
87741645,73200,B,310114,356454,2019
87741645,73200,B,202236,232455,2020
87741645,73200,B,248996,286202,2021
87741645,73200,B,323762,372140,2022
87741645,73200,B,340193,391027,2023
87615005,81000,B,412872,516090,2015
87615005,81000,B,392651,490814,2016
87615005,81000,B,432819,541024,2017
87615005,81000,B,368147,460184,2018
87615005,81000,B,415630,519537,2019
87615005,81000,B,287025,358781,2020
87615005,81000,B,391271,489089,2021
87615005,81000,B,531922,664902,2022
87615005,81000,B,568827,711034,2023
87615195,81000,C,63723,63723,2015
87615195,81000,C,52084,52084,2016
87615195,81000,C,55019,55019,2017
87615195,81000,C,44787,44787,2018
87615195,81000,C,51855,51855,2019
87615195,81000,C,37520,37520,2020
87615195,81000,C,57591,57591,2021
87615195,81000,C,80495,80495,2022
87615195,81000,C,89396,89396,2023
87613398,82350,C,10586,10586,2015
87613398,82350,C,9415,9415,2016
87613398,82350,C,11579,11579,2017
87613398,82350,C,8780,8780,2018
87613398,82350,C,11386,11386,2019
87613398,82350,C,11378,11378,2020
87613398,82350,C,19376,19376,2021
87613398,82350,C,26119,26119,2022
87613398,82350,C,30476,30476,2023
87721266,69250,B,239630,242051,2015
87721266,69250,B,231790,234131,2016
87721266,69250,B,246020,248505,2017
87721266,69250,B,229444,231762,2018
87721266,69250,B,238564,240974,2019
87721266,69250,B,186241,188123,2020
87721266,69250,B,248756,251269,2021
87721266,69250,B,331589,334939,2022
87721266,69250,B,356709,360312,2023
87444711,61000,B,434601,543251,2015
87444711,61000,B,393130,491412,2016
87444711,61000,B,408691,510863,2017
87444711,61000,B,370206,462758,2018
87444711,61000,B,400220,500276,2019
87444711,61000,B,232970,291213,2020
87444711,61000,B,310971,388714,2021
87444711,61000,B,411567,514458,2022
87444711,61000,B,455836,569795,2023
87615187,11580,C,95,95,2015
87615187,11580,C,94,94,2016
87615187,11580,C,103,103,2017
87615187,11580,C,96,96,2018
87615187,11580,C,121,121,2019
87615187,11580,C,115,115,2020
87615187,11580,C,118,118,2021
87615187,11580,C,266,266,2022
87615187,11580,C,76,76,2023
87594234,19240,C,16854,16854,2015
87594234,19240,C,14697,14697,2016
87594234,19240,C,16670,16670,2017
87594234,19240,C,18504,18504,2018
87594234,19240,C,23411,23411,2019
87594234,19240,C,15856,15856,2020
87594234,19240,C,17797,17797,2021
87594234,19240,C,23681,23681,2022
87594234,19240,C,35310,35310,2023
87783654,48190,C,123,123,2015
87783654,48190,C,116,116,2016
87783654,48190,C,132,132,2017
87783654,48190,C,198,198,2018
87783654,48190,C,235,235,2019
87783654,48190,C,182,182,2020
87783654,48190,C,206,206,2021
87783654,48190,C,409,409,2022
87783654,48190,C,692,692,2023
87731885,43580,C,510,510,2015
87731885,43580,C,598,598,2016
87731885,43580,C,812,812,2017
87731885,43580,C,1013,1013,2018
87731885,43580,C,1310,1310,2019
87731885,43580,C,949,949,2020
87731885,43580,C,1447,1447,2021
87731885,43580,C,1931,1931,2022
87731885,43580,C,2059,2059,2023
87710913,78210,B,0,0,2015
87710913,78210,B,0,0,2016
87710913,78210,B,0,0,2017
87710913,78210,B,0,0,2018
87710913,78210,B,0,0,2019
87710913,78210,B,0,0,2020
87710913,78210,B,0,0,2021
87710913,78210,B,21783,21783,2022
87710913,78210,B,46010,46010,2023
87113878,93320,B,690917,690917,2015
87113878,93320,B,683635,683635,2016
87113878,93320,B,673383,673383,2017
87113878,93320,B,651602,651602,2018
87113878,93320,B,630008,630008,2019
87113878,93320,B,940572,940572,2020
87113878,93320,B,687434,687434,2021
87113878,93320,B,857918,857918,2022
87113878,93320,B,912913,912913,2023
87182238,68130,B,284515,302676,2015
87182238,68130,B,286839,305148,2016
87182238,68130,B,310531,330353,2017
87182238,68130,B,303746,323134,2018
87182238,68130,B,322676,343273,2019
87182238,68130,B,217365,231239,2020
87182238,68130,B,250081,266043,2021
87182238,68130,B,292711,311395,2022
87182238,68130,B,337401,358937,2023
87775288,30100,B,418810,523513,2015
87775288,30100,B,441259,551574,2016
87775288,30100,B,461106,576382,2017
87775288,30100,B,417520,521900,2018
87775288,30100,B,433827,542284,2019
87775288,30100,B,307874,384842,2020
87775288,30100,B,397673,497091,2021
87775288,30100,B,512188,640235,2022
87775288,30100,B,575865,719832,2023
87172262,8300,C,40539,40539,2015
87172262,8300,C,37854,37854,2016
87172262,8300,C,47918,47918,2017
87172262,8300,C,48163,48163,2018
87172262,8300,C,52065,52065,2019
87172262,8300,C,38365,38365,2020
87172262,8300,C,48289,48289,2021
87172262,8300,C,69618,69618,2022
87172262,8300,C,87838,87838,2023
87592311,87240,C,34127,34127,2015
87592311,87240,C,31750,31750,2016
87592311,87240,C,30597,30597,2017
87592311,87240,C,25961,25961,2018
87592311,87240,C,27893,27893,2019
87592311,87240,C,25184,25184,2020
87592311,87240,C,28521,28521,2021
87592311,87240,C,35478,35478,2022
87592311,87240,C,44786,44786,2023
87574343,37400,B,518284,647856,2015
87574343,37400,B,513690,642113,2016
87574343,37400,B,560417,700521,2017
87574343,37400,B,556255,695319,2018
87574343,37400,B,589710,737138,2019
87574343,37400,B,380263,475329,2020
87574343,37400,B,528945,661181,2021
87574343,37400,B,784419,980523,2022
87574343,37400,B,834653,1043316,2023
87743146,1500,C,7463,7463,2015
87743146,1500,C,7700,7700,2016
87743146,1500,C,6623,6623,2017
87743146,1500,C,5983,5983,2018
87743146,1500,C,9145,9145,2019
87743146,1500,C,5665,5665,2020
87743146,1500,C,6321,6321,2021
87743146,1500,C,8271,8271,2022
87743146,1500,C,8222,8222,2023
87743716,1500,B,1195489,1374126,2015
87743716,1500,B,1188233,1365785,2016
87743716,1500,B,1223516,1406341,2017
87743716,1500,B,1168627,1343249,2018
87743716,1500,B,1254920,1442437,2019
87743716,1500,B,838327,963595,2020
87743716,1500,B,1043483,1199406,2021
87743716,1500,B,1334530,1533942,2022
87743716,1500,B,1404224,1614050,2023
87313874,80017,A,5324980,7195919,2015
87313874,80017,A,5229456,7066833,2016
87313874,80017,A,5447333,7361261,2017
87313874,80017,A,5244716,7087454,2018
87313874,80017,A,5360735,7244237,2019
87313874,80017,A,3694011,4991907,2020
87313874,80017,A,4729432,6391124,2021
87313874,80017,A,6004673,8114424,2022
87313874,80017,A,6675550,9021014,2023
87171744,2190,C,11071,11071,2015
87171744,2190,C,12624,12624,2016
87171744,2190,C,15485,15485,2017
87171744,2190,C,15470,15470,2018
87171744,2190,C,14722,14722,2019
87171744,2190,C,13302,13302,2020
87171744,2190,C,14165,14165,2021
87171744,2190,C,15468,15468,2022
87171744,2190,C,17239,17239,2023
87394205,28300,C,23290,23290,2015
87394205,28300,C,25333,25333,2016
87394205,28300,C,23907,23907,2017
87394205,28300,C,23309,23309,2018
87394205,28300,C,26442,26442,2019
87394205,28300,C,24910,24910,2020
87394205,28300,C,25521,25521,2021
87394205,28300,C,27282,27282,2022
87394205,28300,C,26458,26458,2023
87721035,69550,B,289331,361664,2015
87721035,69550,B,298064,372581,2016
87721035,69550,B,317836,397295,2017
87721035,69550,B,276412,345515,2018
87721035,69550,B,317136,396420,2019
87721035,69550,B,206265,257831,2020
87721035,69550,B,245200,306500,2021
87721035,69550,B,314879,393599,2022
87721035,69550,B,329325,411656,2023
87481192,44150,B,861331,1076664,2015
87481192,44150,B,892451,1115563,2016
87481192,44150,B,962972,1203715,2017
87481192,44150,B,926200,1157751,2018
87481192,44150,B,998815,1248518,2019
87481192,44150,B,623147,778934,2020
87481192,44150,B,775939,969924,2021
87481192,44150,B,1023676,1279596,2022
87481192,44150,B,1150015,1437519,2023
87172858,8500,C,6400,6400,2015
87172858,8500,C,5123,5123,2016
87172858,8500,C,6235,6235,2017
87172858,8500,C,6979,6979,2018
87172858,8500,C,7376,7376,2019
87172858,8500,C,5694,5694,2020
87172858,8500,C,5985,5985,2021
87172858,8500,C,7550,7550,2022
87172858,8500,C,9409,9409,2023
87575332,86700,C,13583,13583,2015
87575332,86700,C,11143,11143,2016
87575332,86700,C,9727,9727,2017
87575332,86700,C,8847,8847,2018
87575332,86700,C,9770,9770,2019
87575332,86700,C,7457,7457,2020
87575332,86700,C,10031,10031,2021
87575332,86700,C,15283,15283,2022
87575332,86700,C,18386,18386,2023
87192419,57130,C,53552,53552,2015
87192419,57130,C,50233,50233,2016
87192419,57130,C,49942,49942,2017
87192419,57130,C,50010,50010,2018
87192419,57130,C,50264,50264,2019
87192419,57130,C,37560,37560,2020
87192419,57130,C,49721,49721,2021
87192419,57130,C,56877,56877,2022
87192419,57130,C,58712,58712,2023
87715102,39320,C,9918,9918,2015
87715102,39320,C,9288,9288,2016
87715102,39320,C,6806,6806,2017
87715102,39320,C,4050,4050,2018
87715102,39320,C,5782,5782,2019
87715102,39320,C,4698,4698,2020
87715102,39320,C,9982,9982,2021
87715102,39320,C,25960,25960,2022
87715102,39320,C,31549,31549,2023
87142364,52360,,0,0,2015
87142364,52360,,0,0,2016
87142364,52360,,0,0,2017
87142364,52360,,0,0,2018
87142364,52360,,0,0,2019
87142364,52360,,0,0,2020
87142364,52360,,0,0,2021
87142364,52360,,0,0,2022
87142364,52360,,0,0,2023
87381491,78570,B,583871,583871,2015
87381491,78570,B,623470,623470,2016
87381491,78570,B,563440,563440,2017
87381491,78570,B,499012,499012,2018
87381491,78570,B,445551,445551,2019
87381491,78570,B,205140,205140,2020
87381491,78570,B,516688,516688,2021
87381491,78570,B,586872,586872,2022
87381491,78570,B,579152,579152,2023
87726406,42160,C,24472,24472,2015
87726406,42160,C,19698,19698,2016
87726406,42160,C,23002,23002,2017
87726406,42160,C,25637,25637,2018
87726406,42160,C,37934,37934,2019
87726406,42160,C,20292,20292,2020
87726406,42160,C,21399,21399,2021
87726406,42160,C,28251,28251,2022
87726406,42160,C,29127,29127,2023
87484048,49000,C,16649,16649,2015
87484048,49000,C,12663,12663,2016
87484048,49000,C,12708,12708,2017
87484048,49000,C,16070,16070,2018
87484048,49000,C,23126,23126,2019
87484048,49000,C,18317,18317,2020
87484048,49000,C,23674,23674,2021
87484048,49000,C,33549,33549,2022
87484048,49000,C,44330,44330,2023
87484006,49100,A,5411683,8325666,2015
87484006,49100,A,5368048,8258536,2016
87484006,49100,A,5647027,8687733,2017
87484006,49100,A,5372470,8265338,2018
87484006,49100,A,5739760,8830401,2019
87484006,49100,A,3433325,5282039,2020
87484006,49100,A,4662966,7173793,2021
87484006,49100,A,6269502,9645388,2022
87484006,49100,A,6781537,10433134,2023
87543090,91670,B,153525,153525,2015
87543090,91670,B,162250,162250,2016
87543090,91670,B,170954,170954,2017
87543090,91670,B,175547,175547,2018
87543090,91670,B,183224,183224,2019
87543090,91670,B,75617,75617,2020
87543090,91670,B,130031,130031,2021
87543090,91670,B,151343,151343,2022
87543090,91670,B,161054,161054,2023
87485102,17690,C,14955,14955,2015
87485102,17690,C,15996,15996,2016
87485102,17690,C,16213,16213,2017
87485102,17690,C,9187,9187,2018
87485102,17690,C,11349,11349,2019
87485102,17690,C,7140,7140,2020
87485102,17690,C,10878,10878,2021
87485102,17690,C,14777,14777,2022
87485102,17690,C,16334,16334,2023
87583005,16022,A,1717696,2020819,2015
87583005,16022,A,1688713,1986721,2016
87583005,16022,A,1835079,2158917,2017
87583005,16022,A,1712440,2014635,2018
87583005,16022,A,1826364,2148663,2019
87583005,16022,A,1111740,1307929,2020
87583005,16022,A,1516910,1784600,2021
87583005,16022,A,2198301,2586237,2022
87583005,16022,A,2218965,2610547,2023
87296566,2320,C,87381,87381,2015
87296566,2320,C,80983,80983,2016
87296566,2320,C,83874,83874,2017
87296566,2320,C,75945,75945,2018
87296566,2320,C,87841,87841,2019
87296566,2320,C,59518,59518,2020
87296566,2320,C,76946,76946,2021
87296566,2320,C,97130,97130,2022
87296566,2320,C,116605,116605,2023
87286856,59650,C,883,883,2015
87286856,59650,C,641,641,2016
87286856,59650,C,811,811,2017
87286856,59650,C,1285,1285,2018
87286856,59650,C,1638,1638,2019
87286856,59650,C,882,882,2020
87286856,59650,C,1388,1388,2021
87286856,59650,C,1458,1458,2022
87286856,59650,C,1217,1217,2023
87746008,74000,A,2235873,2794841,2015
87746008,74000,A,2216925,2771156,2016
87746008,74000,A,2390892,2988615,2017
87746008,74000,A,2209179,2761473,2018
87746008,74000,A,2334077,2917596,2019
87746008,74000,A,1562888,1953611,2020
87746008,74000,A,2127405,2659257,2021
87746008,74000,A,2817701,3522126,2022
87746008,74000,A,3000715,3750894,2023
87745497,74100,B,781951,977439,2015
87745497,74100,B,767099,958873,2016
87745497,74100,B,793906,992382,2017
87745497,74100,B,618090,772613,2018
87745497,74100,B,709777,887222,2019
87745497,74100,B,647893,809866,2020
87745497,74100,B,1023717,1279646,2021
87745497,74100,B,1367966,1709957,2022
87745497,74100,B,1577457,1971821,2023
87295055,59186,C,22276,22276,2015
87295055,59186,C,20983,20983,2016
87295055,59186,C,20943,20943,2017
87295055,59186,C,20097,20097,2018
87295055,59186,C,20768,20768,2019
87295055,59186,C,14384,14384,2020
87295055,59186,C,18522,18522,2021
87295055,59186,C,18987,18987,2022
87295055,59186,C,21929,21929,2023
87721324,69480,B,369752,462190,2015
87721324,69480,B,365763,457204,2016
87721324,69480,B,397242,496552,2017
87721324,69480,B,397142,496428,2018
87721324,69480,B,444151,555189,2019
87721324,69480,B,284335,355418,2020
87721324,69480,B,343949,429936,2021
87721324,69480,B,468208,585260,2022
87721324,69480,B,486744,608430,2023
87757567,83530,C,4098,4098,2015
87757567,83530,C,3867,3867,2016
87757567,83530,C,3503,3503,2017
87757567,83530,C,3680,3680,2018
87757567,83530,C,6677,6677,2019
87757567,83530,C,5313,5313,2020
87757567,83530,C,8814,8814,2021
87757567,83530,C,11494,11494,2022
87757567,83530,C,15067,15067,2023
87757674,6600,A,2016198,2317469,2015
87757674,6600,A,1953102,2244945,2016
87757674,6600,A,2220716,2552547,2017
87757674,6600,A,2105087,2419641,2018
87757674,6600,A,2440877,2805606,2019
87757674,6600,A,1369074,1573648,2020
87757674,6600,A,1865911,2144725,2021
87757674,6600,A,2593610,2981162,2022
87757674,6600,A,3153616,3624846,2023
87317255,62134,C,19182,19182,2015
87317255,62134,C,18542,18542,2016
87317255,62134,C,12147,12147,2017
87317255,62134,C,2643,2643,2018
87317255,62134,C,811,811,2019
87317255,62134,C,412,412,2020
87317255,62134,C,3630,3630,2021
87317255,62134,C,7494,7494,2022
87317255,62134,C,11319,11319,2023
87191387,57320,,791,791,2015
87191387,57320,,657,657,2016
87191387,57320,,744,744,2017
87191387,57320,,1191,1191,2018
87191387,57320,,1591,1591,2019
87191387,57320,,1560,1560,2020
87191387,57320,,1789,1789,2021
87191387,57320,,1081,1081,2022
87191387,57320,,669,669,2023
87191643,57480,C,1066,1066,2015
87191643,57480,C,1059,1059,2016
87191643,57480,C,1105,1105,2017
87191643,57480,C,1164,1164,2018
87191643,57480,C,907,907,2019
87191643,57480,C,369,369,2020
87191643,57480,C,294,294,2021
87191643,57480,C,1512,1512,2022
87191643,57480,C,2745,2745,2023
87296459,60400,C,5493,5493,2015
87296459,60400,C,6728,6728,2016
87296459,60400,C,6961,6961,2017
87296459,60400,C,7832,7832,2018
87296459,60400,C,7990,7990,2019
87296459,60400,C,5965,5965,2020
87296459,60400,C,6565,6565,2021
87296459,60400,C,8655,8655,2022
87296459,60400,C,9135,9135,2023
87582726,33640,C,40206,40206,2015
87582726,33640,C,38450,38450,2016
87582726,33640,C,40409,40409,2017
87582726,33640,C,42489,42489,2018
87582726,33640,C,58138,58138,2019
87582726,33640,C,46502,46502,2020
87582726,33640,C,50805,50805,2021
87582726,33640,C,51865,51865,2022
87582726,33640,C,47658,47658,2023
87718155,39600,C,50090,50090,2015
87718155,39600,C,42298,42298,2016
87718155,39600,C,50131,50131,2017
87718155,39600,C,44352,44352,2018
87718155,39600,C,52202,52202,2019
87718155,39600,C,52302,52302,2020
87718155,39600,C,66112,66112,2021
87718155,39600,C,81446,81446,2022
87718155,39600,C,79029,79029,2023
87718841,25610,C,43531,43531,2015
87718841,25610,C,47098,47098,2016
87718841,25610,C,50233,50233,2017
87718841,25610,C,43376,43376,2018
87718841,25610,C,55544,55544,2019
87718841,25610,C,47438,47438,2020
87718841,25610,C,56289,56289,2021
87718841,25610,C,77323,77323,2022
87718841,25610,C,82982,82982,2023
87582668,33120,B,805161,958525,2015
87582668,33120,B,792957,943996,2016
87582668,33120,B,910395,1083803,2017
87582668,33120,B,907838,1080760,2018
87582668,33120,B,1085934,1292779,2019
87582668,33120,B,772522,919669,2020
87582668,33120,B,983833,1171230,2021
87582668,33120,B,1180765,1405673,2022
87582668,33120,B,1256111,1495370,2023
87144410,88380,C,58746,58746,2015
87144410,88380,C,52117,52117,2016
87144410,88380,C,53916,53916,2017
87144410,88380,C,51087,51087,2018
87144410,88380,C,64056,64056,2019
87144410,88380,C,40349,40349,2020
87144410,88380,C,54228,54228,2021
87144410,88380,C,85693,85693,2022
87144410,88380,C,101977,101977,2023
87683680,89270,C,2249,2249,2015
87683680,89270,C,1962,1962,2016
87683680,89270,C,2408,2408,2017
87683680,89270,C,2091,2091,2018
87683680,89270,C,2752,2752,2019
