code_uic,Code postal,Segmentation DRG,Total Voyageurs,Total Voyageurs + Non Voyageurs,Année
87753509,13117,C,50797,50797,2017
87753509,13117,C,41142,41142,2018
87753509,13117,C,40292,40292,2019
87753509,13117,C,17300,17300,2020
87753509,13117,C,25979,25979,2021
87753509,13117,C,35042,35042,2022
87753509,13117,C,35992,35992,2023
87611087,31220,C,24089,24089,2015
87611087,31220,C,24474,24474,2016
87611087,31220,C,22694,22694,2017
87611087,31220,C,18094,18094,2018
87611087,31220,C,26839,26839,2019
87611087,31220,C,24473,24473,2020
87611087,31220,C,31815,31815,2021
87611087,31220,C,37121,37121,2022
87611087,31220,C,36201,36201,2023
87783282,48100,C,33040,33040,2015
87783282,48100,C,29945,29945,2016
87783282,48100,C,25742,25742,2017
87783282,48100,C,21787,21787,2018
87783282,48100,C,15747,15747,2019
87783282,48100,C,9125,9125,2020
87783282,48100,C,9613,9613,2021
87783282,48100,C,17798,17798,2022
87783282,48100,C,16129,16129,2023
87594820,19510,C,6345,6345,2015
87594820,19510,C,4781,4781,2016
87594820,19510,C,5467,5467,2017
87594820,19510,C,4757,4757,2018
87594820,19510,C,5767,5767,2019
87594820,19510,C,4637,4637,2020
87594820,19510,C,6984,6984,2021
87594820,19510,C,8126,8126,2022
87594820,19510,C,8253,8253,2023
87734871,15500,C,36218,36218,2015
87734871,15500,C,30153,30153,2016
87734871,15500,C,31636,31636,2017
87734871,15500,C,29593,29593,2018
87734871,15500,C,30084,30084,2019
87734871,15500,C,24066,24066,2020
87734871,15500,C,32339,32339,2021
87734871,15500,C,35514,35514,2022
87734871,15500,C,26604,26604,2023
87393579,91300,B,4508499,4508499,2015
87393579,91300,B,4554175,4554175,2016
87393579,91300,B,4592605,4592605,2017
87393579,91300,B,4509521,4509521,2018
87393579,91300,B,4478681,4478681,2019
87393579,91300,B,635645,635645,2020
87393579,91300,B,4675988,4675988,2021
87393579,91300,B,3755971,3755971,2022
87393579,91300,B,7877252,7877252,2023
87383281,91300,B,292092,292092,2015
87383281,91300,B,304743,304743,2016
87383281,91300,B,316810,316810,2017
87383281,91300,B,322527,322527,2018
87383281,91300,B,330403,330403,2019
87383281,91300,B,46109,46109,2020
87383281,91300,B,372146,372146,2021
87383281,91300,B,272986,272986,2022
87383281,91300,B,290447,290447,2023
87725465,91300,,0,0,2015
87725465,91300,,0,0,2016
87725465,91300,,0,0,2017
87725465,91300,,0,0,2018
87725465,91300,,0,0,2019
87725465,91300,,0,0,2020
87725465,91300,,0,0,2021
87725465,91300,,0,0,2022
87725465,91300,,0,0,2023
87393702,91300,A,1695281,2800899,2015
87393702,91300,A,1984315,3278434,2016
87393702,91300,A,3049726,5038677,2017
87393702,91300,A,2397978,3961877,2018
87393702,91300,A,2214961,3659500,2019
87393702,91300,A,1371156,2265388,2020
87393702,91300,A,1789137,2955965,2021
87393702,91300,A,2589355,4278065,2022
87393702,91300,A,1968462,3252242,2023
87471227,44290,C,11547,11547,2015
87471227,44290,C,8415,8415,2016
87471227,44290,C,8028,8028,2017
87471227,44290,C,10227,10227,2018
87471227,44290,C,7720,7720,2019
87471227,44290,C,1210,1210,2020
87471227,44290,C,2309,2309,2021
87471227,44290,C,6406,6406,2022
87471227,44290,C,10345,10345,2023
87214130,67150,C,32089,32089,2015
87214130,67150,C,32394,32394,2016
87214130,67150,C,33544,33544,2017
87214130,67150,C,30896,30896,2018
87214130,67150,C,35607,35607,2019
87214130,67150,C,32291,32291,2020
87214130,67150,C,36149,36149,2021
87214130,67150,C,43200,43200,2022
87214130,67150,C,51545,51545,2023
87295006,59600,B,475237,742558,2015
87295006,59600,B,431890,674829,2016
87295006,59600,B,481661,752595,2017
87295006,59600,B,477615,746274,2018
87295006,59600,B,527684,824507,2019
87295006,59600,B,337479,527311,2020
87295006,59600,B,412450,644453,2021
87295006,59600,B,513226,801916,2022
87295006,59600,B,562000,878125,2023
87381723,78580,B,287328,287328,2015
87381723,78580,B,295486,295486,2016
87381723,78580,B,302193,302193,2017
87381723,78580,B,303254,303254,2018
87381723,78580,B,305405,305405,2019
87381723,78580,B,160657,160657,2020
87381723,78580,B,281096,281096,2021
87381723,78580,B,252944,252944,2022
87381723,78580,B,309498,309498,2023
87381483,78570,B,573999,573999,2015
87381483,78570,B,575732,575732,2016
87381483,78570,B,562963,562963,2017
87381483,78570,B,539598,539598,2018
87381483,78570,B,519455,519455,2019
87381483,78570,B,251355,251355,2020
87381483,78570,B,601236,601236,2021
87381483,78570,B,665925,665925,2022
87381483,78570,B,654946,654946,2023
87345546,59980,C,1118,1118,2015
87345546,59980,C,606,606,2016
87345546,59980,C,112,112,2017
87345546,59980,C,474,474,2018
87345546,59980,C,337,337,2019
87345546,59980,C,179,179,2020
87345546,59980,C,158,158,2021
87345546,59980,C,255,255,2022
87345546,59980,C,258,258,2023
87645168,15400,C,12099,12099,2015
87645168,15400,C,11859,11859,2016
87645168,15400,C,12471,12471,2017
87645168,15400,C,11296,11296,2018
87645168,15400,C,7724,7724,2019
87645168,15400,C,3962,3962,2020
87645168,15400,C,7095,7095,2021
87645168,15400,C,10054,10054,2022
87645168,15400,C,11078,11078,2023
87481150,44470,C,16069,16069,2015
87481150,44470,C,16388,16388,2016
87481150,44470,C,18573,18573,2017
87481150,44470,C,18128,18128,2018
87481150,44470,C,20802,20802,2019
87481150,44470,C,10727,10727,2020
87481150,44470,C,19867,19867,2021
87481150,44470,C,32165,32165,2022
87481150,44470,C,40253,40253,2023
87584466,24150,C,1639,1639,2015
87584466,24150,C,1095,1095,2016
87584466,24150,C,947,947,2017
87584466,24150,C,391,391,2018
87584466,24150,C,335,335,2019
87584466,24150,C,169,169,2020
87584466,24150,C,474,474,2021
87584466,24150,C,1476,1476,2022
87584466,24150,C,1616,1616,2023
87595728,24260,C,804,804,2015
87595728,24260,C,418,418,2016
87595728,24260,C,334,334,2017
87595728,24260,C,421,421,2018
87595728,24260,C,554,554,2019
87595728,24260,C,199,199,2020
87595728,24260,C,1,1,2021
87595728,24260,C,0,0,2022
87595728,24260,C,0,0,2023
87485250,79210,C,52534,52534,2015
87485250,79210,C,51344,51344,2016
87485250,79210,C,58614,58614,2017
87485250,79210,C,67241,67241,2018
87485250,79210,C,77183,77183,2019
87485250,79210,C,68328,68328,2020
87485250,79210,C,78150,78150,2021
87485250,79210,C,112170,112170,2022
87485250,79210,C,128173,128173,2023
87396580,72360,C,35328,35328,2015
87396580,72360,C,34907,34907,2016
87396580,72360,C,33544,33544,2017
87396580,72360,C,36665,36665,2018
87396580,72360,C,33455,33455,2019
87396580,72360,C,16029,16029,2020
87396580,72360,C,19727,19727,2021
87396580,72360,C,23316,23316,2022
87396580,72360,C,27067,27067,2023
87615542,81200,C,60454,60454,2015
87615542,81200,C,58346,58346,2016
87615542,81200,C,61909,61909,2017
87615542,81200,C,48875,48875,2018
87615542,81200,C,55808,55808,2019
87615542,81200,C,40290,40290,2020
87615542,81200,C,52112,52112,2021
87615542,81200,C,68204,68204,2022
87615542,81200,C,81976,81976,2023
87342121,62670,C,1373,1373,2015
87342121,62670,C,1605,1605,2016
87342121,62670,C,1009,1009,2017
87342121,62670,C,1386,1386,2018
87342121,62670,C,1088,1088,2019
87342121,62670,C,480,480,2020
87342121,62670,C,298,298,2021
87342121,62670,C,1327,1327,2022
87342121,62670,C,1929,1929,2023
87116103,77100,B,8321142,8321142,2015
87116103,77100,B,8698195,8698195,2016
87116103,77100,B,9061287,9061287,2017
87116103,77100,B,9260830,9260830,2018
87116103,77100,B,9490751,9490751,2019
87116103,77100,B,649234,649234,2020
87116103,77100,B,8727614,8727614,2021
87116103,77100,B,7838001,7838001,2022
87116103,77100,B,9412908,9412908,2023
87576116,18500,C,62482,62482,2015
87576116,18500,C,50612,50612,2016
87576116,18500,C,51129,51129,2017
87576116,18500,C,45373,45373,2018
87576116,18500,C,46896,46896,2019
87576116,18500,C,29672,29672,2020
87576116,18500,C,48108,48108,2021
87576116,18500,C,82908,82908,2022
87576116,18500,C,92551,92551,2023
87682005,77000,B,14897282,14897282,2015
87682005,77000,B,15301762,15301762,2016
87682005,77000,B,15647375,15647375,2017
87682005,77000,B,15706181,15706181,2018
87682005,77000,B,15787310,15787310,2019
87682005,77000,B,7704662,7704662,2020
87682005,77000,B,13114808,13114808,2021
87682005,77000,B,13065160,13065160,2022
87682005,77000,B,14727713,14727713,2023
87574244,41500,C,131,131,2015
87574244,41500,C,100,100,2016
87574244,41500,C,119,119,2017
87574244,41500,C,317,317,2018
87574244,41500,C,58,58,2019
87574244,41500,C,32,32,2020
87574244,41500,C,69,69,2021
87574244,41500,C,544,544,2022
87574244,41500,C,687,687,2023
87783605,48000,C,27755,27755,2015
87783605,48000,C,28816,28816,2016
87783605,48000,C,26957,26957,2017
87783605,48000,C,26699,26699,2018
87783605,48000,C,26910,26910,2019
87783605,48000,C,23418,23418,2020
87783605,48000,C,28964,28964,2021
87783605,48000,C,38094,38094,2022
87783605,48000,C,53756,53756,2023
87681411,91540,B,1194181,1194181,2015
87681411,91540,B,1146510,1146510,2016
87681411,91540,B,1095707,1095707,2017
87681411,91540,B,1026207,1026207,2018
87681411,91540,B,965477,965477,2019
87681411,91540,B,367289,367289,2020
87681411,91540,B,1164793,1164793,2021
87681411,91540,B,797420,797420,2022
87681411,91540,B,848574,848574,2023
87296434,2700,C,10404,10404,2015
87296434,2700,C,8732,8732,2016
87296434,2700,C,8656,8656,2017
87296434,2700,C,8141,8141,2018
87296434,2700,C,6698,6698,2019
87296434,2700,C,6485,6485,2020
87296434,2700,C,9494,9494,2021
87296434,2700,C,12627,12627,2022
87296434,2700,C,15122,15122,2023
87576728,41320,C,2167,2167,2015
87576728,41320,C,1780,1780,2016
87576728,41320,C,2170,2170,2017
87576728,41320,C,2511,2511,2018
87576728,41320,C,2136,2136,2019
87576728,41320,C,1931,1931,2020
87576728,41320,C,1956,1956,2021
87576728,41320,C,1257,1257,2022
87576728,41320,C,1639,1639,2023
87756486,6500,B,1573073,1966341,2015
87756486,6500,B,1612481,2015602,2016
87756486,6500,B,1846053,2307566,2017
87756486,6500,B,1704152,2130190,2018
87756486,6500,B,1935727,2419659,2019
87756486,6500,B,1106504,1383130,2020
87756486,6500,B,1334327,1667908,2021
87756486,6500,B,1838470,2298088,2022
87756486,6500,B,2393036,2991295,2023
87756494,6500,B,211987,264983,2015
87756494,6500,B,210608,263260,2016
87756494,6500,B,230197,287747,2017
87756494,6500,B,196796,245995,2018
87756494,6500,B,237138,296422,2019
87756494,6500,B,107569,134461,2020
87756494,6500,B,156927,196159,2021
87756494,6500,B,253670,317087,2022
87756494,6500,B,297073,371341,2023
87574194,41500,B,225926,282408,2015
87574194,41500,B,211373,264216,2016
87574194,41500,B,218668,273336,2017
87574194,41500,B,213117,266397,2018
87574194,41500,B,228509,285636,2019
87574194,41500,B,141146,176433,2020
87574194,41500,B,197759,247199,2021
87574194,41500,B,294333,367917,2022
87574194,41500,B,332984,416230,2023
87142406,52240,C,251,251,2015
87142406,52240,C,172,172,2016
87142406,52240,C,75,75,2017
87142406,52240,C,4,4,2018
87142406,52240,C,1,1,2019
87142406,52240,C,0,0,2020
87142406,52240,C,0,0,2021
87142406,52240,C,0,0,2022
87142406,52240,C,0,0,2023
87213207,67580,C,74110,74110,2015
87213207,67580,C,80337,80337,2016
87213207,67580,C,83684,83684,2017
87213207,67580,C,88847,88847,2018
87213207,67580,C,104121,104121,2019
87213207,67580,C,86344,86344,2020
87213207,67580,C,104311,104311,2021
87213207,67580,C,141651,141651,2022
87213207,67580,C,147944,147944,2023
87713701,71310,C,7124,7124,2015
87713701,71310,C,6259,6259,2016
87713701,71310,C,7111,7111,2017
87713701,71310,C,7265,7265,2018
87713701,71310,C,9278,9278,2019
87713701,71310,C,6217,6217,2020
87713701,71310,C,7720,7720,2021
87713701,71310,C,11555,11555,2022
87713701,71310,C,12515,12515,2023
87182725,68500,C,49348,49348,2015
87182725,68500,C,48339,48339,2016
87182725,68500,C,51771,51771,2017
87182725,68500,C,53512,53512,2018
87182725,68500,C,56389,56389,2019
87182725,68500,C,41381,41381,2020
87182725,68500,C,50090,50090,2021
87182725,68500,C,60453,60453,2022
87182725,68500,C,78126,78126,2023
87471185,35480,B,253292,316615,2015
87471185,35480,B,245557,306947,2016
87471185,35480,B,245555,306944,2017
87471185,35480,B,228442,285553,2018
87471185,35480,B,266882,333603,2019
87471185,35480,B,192045,240056,2020
87471185,35480,B,228180,285225,2021
87471185,35480,B,329671,412089,2022
87471185,35480,B,382957,478696,2023
87141499,54850,C,14539,14539,2015
87141499,54850,C,13975,13975,2016
87141499,54850,C,13950,13950,2017
87141499,54850,C,15265,15265,2018
87141499,54850,C,14096,14096,2019
87141499,54850,C,13747,13747,2020
87141499,54850,C,11766,11766,2021
87141499,54850,C,12242,12242,2022
87141499,54850,C,13524,13524,2023
87696187,58400,C,5750,5750,2015
87696187,58400,C,4583,4583,2016
87696187,58400,C,3581,3581,2017
87696187,58400,C,3006,3006,2018
87696187,58400,C,3183,3183,2019
87696187,58400,C,3830,3830,2020
87696187,58400,C,3720,3720,2021
87696187,58400,C,3774,3774,2022
87696187,58400,C,3269,3269,2023
87694158,71190,C,2974,2974,2015
87694158,71190,C,2472,2472,2016
87694158,71190,C,2694,2694,2017
87694158,71190,C,2285,2285,2018
87694158,71190,C,2172,2172,2019
87694158,71190,C,3184,3184,2020
87694158,71190,C,4036,4036,2021
87694158,71190,C,4257,4257,2022
87694158,71190,C,928,928,2023
87192039,57000,A,7121214,10320600,2015
87192039,57000,A,6999919,10144811,2016
87192039,57000,A,7327159,10619071,2017
87192039,57000,A,7035904,10196963,2018
87192039,57000,A,7600267,11014880,2019
87192039,57000,A,4687126,6792936,2020
87192039,57000,A,5959695,8637240,2021
87192039,57000,A,8302189,12032158,2022
87192039,57000,A,9407728,13634389,2023
87192070,57000,C,17291,17291,2015
87192070,57000,C,24439,24439,2016
87192070,57000,C,30222,30222,2017
87192070,57000,C,30706,30706,2018
87192070,57000,C,35065,35065,2019
87192070,57000,C,25967,25967,2020
87192070,57000,C,36995,36995,2021
87192070,57000,C,48453,48453,2022
87192070,57000,C,64870,64870,2023
87182816,68380,C,66614,66614,2015
87182816,68380,C,65268,65268,2016
87182816,68380,C,65992,65992,2017
87182816,68380,C,62744,62744,2018
87182816,68380,C,54194,54194,2019
87182816,68380,C,45391,45391,2020
87182816,68380,C,50116,50116,2021
87182816,68380,C,50970,50970,2022
87182816,68380,C,59233,59233,2023
87191338,57940,,6867,6867,2015
87191338,57940,,6276,6276,2016
87191338,57940,,5608,5608,2017
87191338,57940,,4727,4727,2018
87191338,57940,,4874,4874,2019
87191338,57940,,3651,3651,2020
87191338,57940,,3597,3597,2021
87191338,57940,,3220,3220,2022
87191338,57940,,3139,3139,2023
87393108,92190,B,1275747,1275747,2015
87393108,92190,B,1248717,1248717,2016
87393108,92190,B,1215518,1215518,2017
87393108,92190,B,1163411,1163411,2018
87393108,92190,B,1111888,1111888,2019
87393108,92190,B,510325,510325,2020
87393108,92190,B,842580,842580,2021
87393108,92190,B,917576,917576,2022
87393108,92190,B,1295705,1295705,2023
87393082,92190,B,2982684,2982684,2015
87393082,92190,B,2998119,2998119,2016
87393082,92190,B,2996579,2996579,2017
87393082,92190,B,2940191,2940191,2018
87393082,92190,B,2893671,2893671,2019
87393082,92190,B,1222423,1222423,2020
87393082,92190,B,1323040,1323040,2021
87393082,92190,B,2389874,2389874,2022
87393082,92190,B,2542156,2542156,2023
87381830,78250,B,464652,464652,2015
87381830,78250,B,452944,452944,2016
87381830,78250,B,488974,488974,2017
87381830,78250,B,515702,515702,2018
87381830,78250,B,544247,544247,2019
87381830,78250,B,279314,279314,2020
87381830,78250,B,608161,608161,2021
87381830,78250,B,734198,734198,2022
87381830,78250,B,740542,740542,2023
87574137,45130,B,281010,351263,2015
87574137,45130,B,269021,336276,2016
87574137,45130,B,290582,363228,2017
87574137,45130,B,298142,372678,2018
87574137,45130,B,319749,399686,2019
87574137,45130,B,215000,268750,2020
87574137,45130,B,292925,366156,2021
87574137,45130,B,395501,494376,2022
87574137,45130,B,440380,550475,2023
87345272,62410,C,66669,66669,2015
87345272,62410,C,64637,64637,2016
87345272,62410,C,66424,66424,2017
87345272,62410,C,66272,66272,2018
87345272,62410,C,75042,75042,2019
87345272,62410,C,34147,34147,2020
87345272,62410,C,31813,31813,2021
87345272,62410,C,46325,46325,2022
87345272,62410,C,47118,47118,2023
87713560,21190,C,16038,16038,2015
87713560,21190,C,15772,15772,2016
87713560,21190,C,18019,18019,2017
87713560,21190,C,16723,16723,2018
87713560,21190,C,18328,18328,2019
87713560,21190,C,10755,10755,2020
87713560,21190,C,7705,7705,2021
87713560,21190,C,16073,16073,2022
87713560,21190,C,20591,20591,2023
87147322,55220,A,202506,253133,2015
87147322,55220,A,215538,269422,2016
87147322,55220,A,245250,306562,2017
87147322,55220,A,239313,299141,2018
87147322,55220,A,235255,294068,2019
87147322,55220,A,142401,178001,2020
87147322,55220,A,196314,245392,2021
87147322,55220,A,263062,328827,2022
87147322,55220,A,290795,363494,2023
87723585,1800,B,679778,849722,2015
87723585,1800,B,675399,844249,2016
87723585,1800,B,714130,892663,2017
87723585,1800,B,681491,851864,2018
87723585,1800,B,719403,899254,2019
87723585,1800,B,460159,575199,2020
87723585,1800,B,542160,677700,2021
87723585,1800,B,715335,894169,2022
87723585,1800,B,758108,947635,2023
87594275,19250,C,21825,21825,2015
87594275,19250,C,18281,18281,2016
87594275,19250,C,18350,18350,2017
87594275,19250,C,17328,17328,2018
87594275,19250,C,21029,21029,2019
87594275,19250,C,15341,15341,2020
87594275,19250,C,18401,18401,2021
87594275,19250,C,26518,26518,2022
87594275,19250,C,30977,30977,2023
87751370,13650,C,68670,68670,2015
87751370,13650,C,65324,65324,2016
87751370,13650,C,67773,67773,2017
87751370,13650,C,55461,55461,2018
87751370,13650,C,54518,54518,2019
87751370,13650,C,29394,29394,2020
87751370,13650,C,31202,31202,2021
87751370,13650,C,45708,45708,2022
87751370,13650,C,53678,53678,2023
87575704,86550,C,4927,4927,2015
87575704,86550,C,3942,3942,2016
87575704,86550,C,2271,2271,2017
87575704,86550,C,1697,1697,2018
87575704,86550,C,2661,2661,2019
87575704,86550,C,1869,1869,2020
87575704,86550,C,2049,2049,2021
87575704,86550,C,2275,2275,2022
87575704,86550,C,5235,5235,2023
87595538,24330,C,209,209,2015
87595538,24330,C,678,678,2016
87595538,24330,C,1010,1010,2017
87595538,24330,C,739,739,2018
87595538,24330,C,436,436,2019
87595538,24330,C,61,61,2020
87595538,24330,C,0,0,2021
87595538,24330,C,0,0,2022
87595538,24330,C,0,0,2023
87775098,30540,C,2195,2195,2015
87775098,30540,C,3213,3213,2016
87775098,30540,C,3753,3753,2017
87775098,30540,C,3206,3206,2018
87775098,30540,C,4354,4354,2019
87775098,30540,C,1989,1989,2020
87775098,30540,C,2728,2728,2021
87775098,30540,C,3616,3616,2022
87775098,30540,C,3176,3176,2023
87784546,66170,C,364,364,2015
87784546,66170,C,322,322,2016
87784546,66170,C,508,508,2017
87784546,66170,C,368,368,2018
87784546,66170,C,286,286,2019
87784546,66170,C,1195,1195,2020
87784546,66170,C,3392,3392,2021
87784546,66170,C,5503,5503,2022
87784546,66170,C,7980,7980,2023
87783001,12100,C,80605,80605,2015
87783001,12100,C,71789,71789,2016
87783001,12100,C,70869,70869,2017
87783001,12100,C,50825,50825,2018
87783001,12100,C,40223,40223,2019
87783001,12100,C,30177,30177,2020
87783001,12100,C,30413,30413,2021
87783001,12100,C,38166,38166,2022
87783001,12100,C,45133,45133,2023
87313700,60112,C,8988,8988,2015
87313700,60112,C,7829,7829,2016
87313700,60112,C,7719,7719,2017
87313700,60112,C,7516,7516,2018
87313700,60112,C,5878,5878,2019
87313700,60112,C,4098,4098,2020
87313700,60112,C,4557,4557,2021
87313700,60112,C,9119,9119,2022
87313700,60112,C,10090,10090,2023
87478131,35540,C,1223,1223,2015
87478131,35540,C,916,916,2016
87478131,35540,C,163,163,2017
87478131,35540,C,371,371,2018
87478131,35540,C,436,436,2019
87478131,35540,C,17,17,2020
87478131,35540,C,262,262,2021
87478131,35540,C,1106,1106,2022
87478131,35540,C,1338,1338,2023
87723726,1390,C,100975,100975,2015
87723726,1390,C,101028,101028,2016
87723726,1390,C,96332,96332,2017
87723726,1390,C,90023,90023,2018
87723726,1390,C,98182,98182,2019
87723726,1390,C,54101,54101,2020
87723726,1390,C,63995,63995,2021
87723726,1390,C,89594,89594,2022
87723726,1390,C,100912,100912,2023
87753004,13140,B,636861,796076,2015
87753004,13140,B,625844,782305,2016
87753004,13140,B,666781,833476,2017
87753004,13140,B,617949,772436,2018
87753004,13140,B,668063,835079,2019
87753004,13140,B,423780,529726,2020
87753004,13140,B,551184,688980,2021
87753004,13140,B,682995,853744,2022
87753004,13140,B,716877,896096,2023
87342030,80300,C,17180,17180,2015
87342030,80300,C,17402,17402,2016
87342030,80300,C,19506,19506,2017
87342030,80300,C,19214,19214,2018
87342030,80300,C,20130,20130,2019
87342030,80300,C,12158,12158,2020
87342030,80300,C,16002,16002,2021
87342030,80300,C,16114,16114,2022
87342030,80300,C,14826,14826,2023
87144212,88500,C,153531,153531,2015
87144212,88500,C,151786,151786,2016
87144212,88500,C,136908,136908,2017
87144212,88500,C,119366,119366,2018
87144212,88500,C,119770,119770,2019
87144212,88500,C,94684,94684,2020
87144212,88500,C,88494,88494,2021
87144212,88500,C,91594,91594,2022
87144212,88500,C,116549,116549,2023
87723528,1700,B,283043,297940,2015
87723528,1700,B,270932,285192,2016
87723528,1700,B,284847,299839,2017
87723528,1700,B,274363,288803,2018
87723528,1700,B,305842,321939,2019
87723528,1700,B,193554,203741,2020
87723528,1700,B,219382,230928,2021
87723528,1700,B,301557,317429,2022
87723528,1700,B,320358,337219,2023
87271528,77290,B,2989451,2989451,2015
87271528,77290,B,3039545,3039545,2016
87271528,77290,B,3079825,3079825,2017
87271528,77290,B,3054942,3054942,2018
87271528,77290,B,2950501,2950501,2019
87271528,77290,B,1404440,1404440,2020
87271528,77290,B,2460460,2460460,2021
87271528,77290,B,2580330,2580330,2022
87271528,77290,B,3208981,3208981,2023
87742007,73500,B,195519,231669,2015
87742007,73500,B,194357,230291,2016
87742007,73500,B,214537,254203,2017
87742007,73500,B,205051,242963,2018
87742007,73500,B,205104,243026,2019
87742007,73500,B,163718,193988,2020
87742007,73500,B,193963,229826,2021
87742007,73500,B,216671,256731,2022
87742007,73500,B,206237,244368,2023
87172155,8000,C,17313,17313,2015
87172155,8000,C,13664,13664,2016
87172155,8000,C,17574,17574,2017
87172155,8000,C,12387,12387,2018
87172155,8000,C,13533,13533,2019
87172155,8000,C,5904,5904,2020
87172155,8000,C,8285,8285,2021
87172155,8000,C,12787,12787,2022
87172155,8000,C,14606,14606,2023
87747329,38430,B,751969,939962,2015
87747329,38430,B,722730,903412,2016
87747329,38430,B,746284,932855,2017
87747329,38430,B,663292,829115,2018
87747329,38430,B,768911,961138,2019
87747329,38430,B,486321,607901,2020
87747329,38430,B,605000,756250,2021
87747329,38430,B,797125,996406,2022
87747329,38430,B,795250,994063,2023
87747691,38430,B,109829,137287,2015
87747691,38430,B,110020,137525,2016
87747691,38430,B,143683,179604,2017
87747691,38430,B,163353,204191,2018
87747691,38430,B,203615,254519,2019
87747691,38430,B,120156,150195,2020
87747691,38430,B,147842,184802,2021
87747691,38430,B,184249,230312,2022
87747691,38430,B,189917,237396,2023
87611889,82200,C,81273,81273,2015
87611889,82200,C,83344,83344,2016
87611889,82200,C,83915,83915,2017
87611889,82200,C,66280,66280,2018
87611889,82200,C,77068,77068,2019
87611889,82200,C,63551,63551,2020
87611889,82200,C,87547,87547,2021
87611889,82200,C,124171,124171,2022
87611889,82200,C,144881,144881,2023
87214577,67120,B,1552148,1583824,2015
87214577,67120,B,1564791,1596725,2016
87214577,67120,B,1605601,1638369,2017
87214577,67120,B,1552953,1584646,2018
87214577,67120,B,1584090,1616418,2019
87214577,67120,B,1221223,1246146,2020
87214577,67120,B,1381129,1409315,2021
87214577,67120,B,1655209,1688989,2022
87214577,67120,B,1739819,1775325,2023
87212142,67670,B,204272,255341,2015
87212142,67670,B,210960,263700,2016
87212142,67670,B,218014,272518,2017
87212142,67670,B,227190,283988,2018
87212142,67670,B,250511,313139,2019
87212142,67670,B,169598,211998,2020
87212142,67670,B,199465,249332,2021
87212142,67670,B,258153,322691,2022
87212142,67670,B,317382,396728,2023
87756403,98000,,5848796,5848796,2015
87756403,98000,,5730408,5730408,2016
87756403,98000,,6588940,6588940,2017
87756403,98000,,6302802,6302802,2018
87756403,98000,,7534138,7534138,2019
87756403,98000,,4085871,4085871,2020
87756403,98000,,4935372,4935372,2021
87756403,98000,,6560913,6560913,2022
87756403,98000,,8153686,8153686,2023
87747592,38650,C,29440,29440,2015
87747592,38650,C,29181,29181,2016
87747592,38650,C,31707,31707,2017
87747592,38650,C,23908,23908,2018
87747592,38650,C,27898,27898,2019
87747592,38650,C,16152,16152,2020
87747592,38650,C,24324,24324,2021
87747592,38650,C,19912,19912,2022
87747592,38650,C,32178,32178,2023
87734335,43580,C,470,470,2015
87734335,43580,C,1617,1617,2016
87734335,43580,C,1960,1960,2017
87734335,43580,C,1382,1382,2018
87734335,43580,C,1776,1776,2019
87734335,43580,C,1472,1472,2020
87734335,43580,C,2214,2214,2021
87734335,43580,C,2661,2661,2022
87734335,43580,C,2612,2612,2023
87574681,37380,C,28395,28395,2015
87574681,37380,C,29767,29767,2016
87574681,37380,C,31161,31161,2017
87574681,37380,C,32319,32319,2018
87574681,37380,C,29171,29171,2019
87574681,37380,C,18587,18587,2020
87574681,37380,C,26816,26816,2021
87574681,37380,C,48872,48872,2022
87574681,37380,C,49516,49516,2023
87545111,91930,C,21882,21882,2015
87545111,91930,C,22958,22958,2016
87545111,91930,C,23991,23991,2017
87545111,91930,C,24487,24487,2018
87545111,91930,C,25461,25461,2019
87545111,91930,C,11274,11274,2020
87545111,91930,C,18798,18798,2021
87545111,91930,C,21031,21031,2022
87545111,91930,C,22380,22380,2023
87586453,47500,C,45076,45076,2015
87586453,47500,C,42400,42400,2016
87586453,47500,C,39031,39031,2017
87586453,47500,C,35246,35246,2018
87586453,47500,C,35773,35773,2019
87586453,47500,C,20630,20630,2020
87586453,47500,C,26737,26737,2021
87586453,47500,C,37756,37756,2022
87586453,47500,C,41002,41002,2023
87287128,59000,C,2826,2826,2015
87287128,59000,C,3484,3484,2016
87287128,59000,C,3407,3407,2017
87287128,59000,C,3589,3589,2018
87287128,59000,C,2950,2950,2019
87287128,59000,C,452,452,2020
87287128,59000,C,99,99,2021
87287128,59000,C,185,185,2022
87287128,59000,C,532,532,2023
87763508,5600,C,85980,85980,2015
87763508,5600,C,83671,83671,2016
87763508,5600,C,81597,81597,2017
87763508,5600,C,70515,70515,2018
87763508,5600,C,77673,77673,2019
87763508,5600,C,51656,51656,2020
87763508,5600,C,49257,49257,2021
87763508,5600,C,79124,79124,2022
87763508,5600,C,80105,80105,2023
87641472,63240,,11683,11683,2015
87641472,63240,,7479,7479,2016
87641472,63240,,6797,6797,2017
87641472,63240,,6882,6882,2018
87641472,63240,,7204,7204,2019
87641472,63240,,5245,5245,2020
87641472,63240,,7540,7540,2021
87641472,63240,,8236,8236,2022
87641472,63240,,2,2,2023
87784793,66210,C,92439,92439,2015
87784793,66210,C,88502,88502,2016
87784793,66210,C,86734,86734,2017
87784793,66210,C,82084,82084,2018
87784793,66210,C,77862,77862,2019
87784793,66210,C,49246,49246,2020
87784793,66210,C,70231,70231,2021
87784793,66210,C,85238,85238,2022
87784793,66210,C,90115,90115,2023
87671016,40000,B,280991,351239,2015
87671016,40000,B,275100,343875,2016
