code_commune_INSEE,nom_commune,code_postal,code_departement,nom_departement,nom_region,PTOT
01001,Abergement-Clémenciat,1400,1,Ain,Auvergne-Rhône-Alpes,794.0
01002,Abergement-de-Varey,1640,1,Ain,Auvergne-Rhône-Alpes,249.0
01004,Ambérieu-en-Bugey,1500,1,Ain,Auvergne-Rhône-Alpes,14428.0
01005,Ambérieux-en-Dombes,1330,1,Ain,Auvergne-Rhône-Alpes,1723.0
01006,Ambléon,1300,1,Ain,Auvergne-Rhône-Alpes,117.0
01007,Ambronay,1500,1,Ain,Auvergne-Rhône-Alpes,2841.0
01008,Ambutrix,1500,1,Ain,Auvergne-Rhône-Alpes,767.0
01009,Andert-et-Condon,1300,1,Ain,Auvergne-Rhône-Alpes,339.0
01010,Anglefort,1350,1,Ain,Auvergne-Rhône-Alpes,1132.0
01011,Apremont,1100,1,Ain,Auvergne-Rhône-Alpes,387.0
01012,Aranc,1110,1,Ain,Auvergne-Rhône-Alpes,330.0
01013,Arandas,1230,1,Ain,Auvergne-Rhône-Alpes,148.0
01014,Arbent,1100,1,Ain,Auvergne-Rhône-Alpes,3459.0
01015,Arboys en Bugey,1300,1,Ain,Auvergne-Rhône-Alpes,661.0
01015,Arboys en Bugey,1300,1,Ain,Auvergne-Rhône-Alpes,661.0
01016,Arbigny,1190,1,Ain,Auvergne-Rhône-Alpes,468.0
01017,Argis,1230,1,Ain,Auvergne-Rhône-Alpes,458.0
01019,Armix,1510,1,Ain,Auvergne-Rhône-Alpes,29.0
01021,Ars-sur-Formans,1480,1,Ain,Auvergne-Rhône-Alpes,1438.0
01022,Artemare,1510,1,Ain,Auvergne-Rhône-Alpes,1255.0
01023,Asnières-sur-Saône,1570,1,Ain,Auvergne-Rhône-Alpes,66.0
01024,Attignat,1340,1,Ain,Auvergne-Rhône-Alpes,3275.0
01025,Bâgé-Dommartin,1380,1,Ain,Auvergne-Rhône-Alpes,4200.0
01026,Bâgé-le-Châtel,1380,1,Ain,Auvergne-Rhône-Alpes,983.0
01027,Balan,1360,1,Ain,Auvergne-Rhône-Alpes,2741.0
01028,Baneins,1990,1,Ain,Auvergne-Rhône-Alpes,611.0
01029,Beaupont,1270,1,Ain,Auvergne-Rhône-Alpes,697.0
01030,Beauregard,1480,1,Ain,Auvergne-Rhône-Alpes,880.0
01031,Bellignat,1100,1,Ain,Auvergne-Rhône-Alpes,3859.0
01032,Béligneux,1360,1,Ain,Auvergne-Rhône-Alpes,3362.0
01032,Béligneux,1360,1,Ain,Auvergne-Rhône-Alpes,3362.0
01032,Béligneux,1360,1,Ain,Auvergne-Rhône-Alpes,3362.0
01032,Béligneux,1360,1,Ain,Auvergne-Rhône-Alpes,3362.0
01033,Bellegarde-sur-Valserine,1200,1,Ain,Auvergne-Rhône-Alpes,16804.0
01034,Belley,1300,1,Ain,Auvergne-Rhône-Alpes,9499.0
01035,Belleydoux,1130,1,Ain,Auvergne-Rhône-Alpes,322.0
01036,Belmont-Luthézieu,1260,1,Ain,Auvergne-Rhône-Alpes,1329.0
01036,Belmont-Luthézieu,1260,1,Ain,Auvergne-Rhône-Alpes,1329.0
01037,Bénonces,1470,1,Ain,Auvergne-Rhône-Alpes,302.0
01038,Bény,1370,1,Ain,Auvergne-Rhône-Alpes,777.0
01039,Béon,1350,1,Ain,Auvergne-Rhône-Alpes,462.0
01040,Béréziat,1340,1,Ain,Auvergne-Rhône-Alpes,501.0
01041,Bettant,1500,1,Ain,Auvergne-Rhône-Alpes,769.0
01042,Bey,1290,1,Ain,Auvergne-Rhône-Alpes,293.0
01043,Beynost,1700,1,Ain,Auvergne-Rhône-Alpes,4721.0
01044,Billiat,1200,1,Ain,Auvergne-Rhône-Alpes,637.0
01045,Birieux,1330,1,Ain,Auvergne-Rhône-Alpes,287.0
01046,Biziat,1290,1,Ain,Auvergne-Rhône-Alpes,885.0
01047,Blyes,1150,1,Ain,Auvergne-Rhône-Alpes,1032.0
01049,Boisse,1120,1,Ain,Auvergne-Rhône-Alpes,3267.0
01050,Boissey,1190,1,Ain,Auvergne-Rhône-Alpes,342.0
01050,Boissey,1380,1,Ain,Auvergne-Rhône-Alpes,342.0
01051,Bolozon,1450,1,Ain,Auvergne-Rhône-Alpes,90.0
01052,Bouligneux,1330,1,Ain,Auvergne-Rhône-Alpes,334.0
01053,Bourg-en-Bresse,1000,1,Ain,Auvergne-Rhône-Alpes,43306.0
01053,Bourg-en-Bresse,1000,1,Ain,Auvergne-Rhône-Alpes,43306.0
01054,Bourg-Saint-Christophe,1800,1,Ain,Auvergne-Rhône-Alpes,1395.0
01054,Bourg-Saint-Christophe,1800,1,Ain,Auvergne-Rhône-Alpes,1395.0
01056,Boyeux-Saint-Jérôme,1640,1,Ain,Auvergne-Rhône-Alpes,351.0
01057,Boz,1190,1,Ain,Auvergne-Rhône-Alpes,519.0
01058,Brégnier-Cordon,1300,1,Ain,Auvergne-Rhône-Alpes,852.0
01059,Brénaz,1260,1,Ain,Auvergne-Rhône-Alpes,
01060,Brénod,1110,1,Ain,Auvergne-Rhône-Alpes,530.0
01061,Brens,1300,1,Ain,Auvergne-Rhône-Alpes,1193.0
01062,Bressolles,1360,1,Ain,Auvergne-Rhône-Alpes,931.0
01062,Bressolles,1360,1,Ain,Auvergne-Rhône-Alpes,931.0
01063,Brion,1460,1,Ain,Auvergne-Rhône-Alpes,528.0
01064,Briord,1470,1,Ain,Auvergne-Rhône-Alpes,1026.0
01065,Buellas,1310,1,Ain,Auvergne-Rhône-Alpes,1845.0
01065,Buellas,1310,1,Ain,Auvergne-Rhône-Alpes,1845.0
01066,Burbanche,1510,1,Ain,Auvergne-Rhône-Alpes,78.0
01067,Ceignes,1430,1,Ain,Auvergne-Rhône-Alpes,267.0
01068,Cerdon,1450,1,Ain,Auvergne-Rhône-Alpes,797.0
01069,Certines,1240,1,Ain,Auvergne-Rhône-Alpes,1557.0
01071,Cessy,1170,1,Ain,Auvergne-Rhône-Alpes,4972.0
01072,Ceyzériat,1250,1,Ain,Auvergne-Rhône-Alpes,3218.0
01073,Ceyzérieu,1350,1,Ain,Auvergne-Rhône-Alpes,1033.0
01074,Chalamont,1320,1,Ain,Auvergne-Rhône-Alpes,2484.0
01075,Chaleins,1480,1,Ain,Auvergne-Rhône-Alpes,1376.0
01076,Chaley,1230,1,Ain,Auvergne-Rhône-Alpes,133.0
01077,Challes-la-Montagne,1450,1,Ain,Auvergne-Rhône-Alpes,197.0
01078,Challex,1630,1,Ain,Auvergne-Rhône-Alpes,1498.0
01079,Champagne-en-Valromey,1260,1,Ain,Auvergne-Rhône-Alpes,851.0
01079,Champagne-en-Valromey,1260,1,Ain,Auvergne-Rhône-Alpes,851.0
01079,Champagne-en-Valromey,1260,1,Ain,Auvergne-Rhône-Alpes,851.0
01080,Champdor-Corcelles,1110,1,Ain,Auvergne-Rhône-Alpes,665.0
01080,Champdor-Corcelles,1110,1,Ain,Auvergne-Rhône-Alpes,665.0
01081,Champfromier,1410,1,Ain,Auvergne-Rhône-Alpes,750.0
01082,Chanay,1420,1,Ain,Auvergne-Rhône-Alpes,639.0
01083,Chaneins,1990,1,Ain,Auvergne-Rhône-Alpes,925.0
01084,Chanoz-Châtenay,1400,1,Ain,Auvergne-Rhône-Alpes,861.0
01085,Chapelle-du-Châtelard,1240,1,Ain,Auvergne-Rhône-Alpes,393.0
01087,Charix,1130,1,Ain,Auvergne-Rhône-Alpes,295.0
01088,Charnoz-sur-Ain,1800,1,Ain,Auvergne-Rhône-Alpes,940.0
01089,Château-Gaillard,1500,1,Ain,Auvergne-Rhône-Alpes,2187.0
01090,Châtenay,1320,1,Ain,Auvergne-Rhône-Alpes,345.0
01091,Châtillon-en-Michaille,1200,1,Ain,Auvergne-Rhône-Alpes,
01091,Châtillon-en-Michaille,1200,1,Ain,Auvergne-Rhône-Alpes,
01091,Châtillon-en-Michaille,1200,1,Ain,Auvergne-Rhône-Alpes,
01092,Châtillon-la-Palud,1320,1,Ain,Auvergne-Rhône-Alpes,1652.0
01093,Châtillon-sur-Chalaronne,1400,1,Ain,Auvergne-Rhône-Alpes,5060.0
01094,Chavannes-sur-Reyssouze,1190,1,Ain,Auvergne-Rhône-Alpes,765.0
01095,Nivigne et Suran,1250,1,Ain,Auvergne-Rhône-Alpes,825.0
01096,Chaveyriat,1660,1,Ain,Auvergne-Rhône-Alpes,1037.0
01097,Chavornay,1510,1,Ain,Auvergne-Rhône-Alpes,
01098,Chazey-Bons,1300,1,Ain,Auvergne-Rhône-Alpes,1148.0
01099,Chazey-sur-Ain,1150,1,Ain,Auvergne-Rhône-Alpes,1551.0
01100,Cheignieu-la-Balme,1510,1,Ain,Auvergne-Rhône-Alpes,138.0
01101,Chevillard,1430,1,Ain,Auvergne-Rhône-Alpes,160.0
01102,Chevroux,1190,1,Ain,Auvergne-Rhône-Alpes,967.0
01103,Chevry,1170,1,Ain,Auvergne-Rhône-Alpes,1852.0
01104,Chézery-Forens,1200,1,Ain,Auvergne-Rhône-Alpes,478.0
01104,Chézery-Forens,1410,1,Ain,Auvergne-Rhône-Alpes,478.0
01105,Civrieux,1390,1,Ain,Auvergne-Rhône-Alpes,1736.0
01106,Cize,1250,1,Ain,Auvergne-Rhône-Alpes,181.0
01107,Cleyzieu,1230,1,Ain,Auvergne-Rhône-Alpes,140.0
01108,Coligny,1270,1,Ain,Auvergne-Rhône-Alpes,1206.0
01109,Collonges,1550,1,Ain,Auvergne-Rhône-Alpes,2265.0
01110,Colomieu,1300,1,Ain,Auvergne-Rhône-Alpes,142.0
01111,Conand,1230,1,Ain,Auvergne-Rhône-Alpes,125.0
01112,Condamine,1430,1,Ain,Auvergne-Rhône-Alpes,448.0
01113,Condeissiat,1400,1,Ain,Auvergne-Rhône-Alpes,835.0
01114,Confort,1200,1,Ain,Auvergne-Rhône-Alpes,660.0
01115,Confrançon,1310,1,Ain,Auvergne-Rhône-Alpes,1365.0
01116,Contrevoz,1300,1,Ain,Auvergne-Rhône-Alpes,510.0
01117,Conzieu,1300,1,Ain,Auvergne-Rhône-Alpes,150.0
01118,Corbonod,1420,1,Ain,Auvergne-Rhône-Alpes,1297.0
01121,Corlier,1110,1,Ain,Auvergne-Rhône-Alpes,115.0
01122,Cormaranche-en-Bugey,1110,1,Ain,Auvergne-Rhône-Alpes,
01123,Cormoranche-sur-Saône,1290,1,Ain,Auvergne-Rhône-Alpes,1175.0
01124,Cormoz,1560,1,Ain,Auvergne-Rhône-Alpes,679.0
01125,Corveissiat,1250,1,Ain,Auvergne-Rhône-Alpes,634.0
01127,Courmangoux,1370,1,Ain,Auvergne-Rhône-Alpes,516.0
01128,Courtes,1560,1,Ain,Auvergne-Rhône-Alpes,315.0
01129,Crans,1320,1,Ain,Auvergne-Rhône-Alpes,270.0
01130,Cras-sur-Reyssouze,1340,1,Ain,Auvergne-Rhône-Alpes,2327.0
01133,Cressin-Rochefort,1350,1,Ain,Auvergne-Rhône-Alpes,403.0
01134,Crottet,1290,1,Ain,Auvergne-Rhône-Alpes,1777.0
01134,Crottet,1750,1,Ain,Auvergne-Rhône-Alpes,1777.0
01135,Crozet,1170,1,Ain,Auvergne-Rhône-Alpes,2201.0
01136,Cruzilles-lès-Mépillat,1290,1,Ain,Auvergne-Rhône-Alpes,888.0
01138,Culoz,1350,1,Ain,Auvergne-Rhône-Alpes,3082.0
01139,Curciat-Dongalon,1560,1,Ain,Auvergne-Rhône-Alpes,445.0
01140,Curtafond,1310,1,Ain,Auvergne-Rhône-Alpes,789.0
01141,Cuzieu,1300,1,Ain,Auvergne-Rhône-Alpes,463.0
01142,Dagneux,1120,1,Ain,Auvergne-Rhône-Alpes,4772.0
01143,Divonne-les-Bains,1220,1,Ain,Auvergne-Rhône-Alpes,9878.0
01144,Dommartin,1380,1,Ain,Auvergne-Rhône-Alpes,
01145,Dompierre-sur-Veyle,1240,1,Ain,Auvergne-Rhône-Alpes,1187.0
01146,Dompierre-sur-Chalaronne,1400,1,Ain,Auvergne-Rhône-Alpes,445.0
01147,Domsure,1270,1,Ain,Auvergne-Rhône-Alpes,489.0
01148,Dortan,1590,1,Ain,Auvergne-Rhône-Alpes,1890.0
01149,Douvres,1500,1,Ain,Auvergne-Rhône-Alpes,1067.0
01150,Drom,1250,1,Ain,Auvergne-Rhône-Alpes,221.0
01151,Druillat,1160,1,Ain,Auvergne-Rhône-Alpes,1178.0
01152,Échallon,1130,1,Ain,Auvergne-Rhône-Alpes,777.0
01153,Échenevex,1170,1,Ain,Auvergne-Rhône-Alpes,2205.0
01154,Étrez,1340,1,Ain,Auvergne-Rhône-Alpes,
01155,Évosges,1230,1,Ain,Auvergne-Rhône-Alpes,147.0
01156,Faramans,1800,1,Ain,Auvergne-Rhône-Alpes,818.0
01157,Fareins,1480,1,Ain,Auvergne-Rhône-Alpes,2246.0
01158,Farges,1550,1,Ain,Auvergne-Rhône-Alpes,1049.0
01159,Feillens,1570,1,Ain,Auvergne-Rhône-Alpes,3360.0
01160,Ferney-Voltaire,1210,1,Ain,Auvergne-Rhône-Alpes,9928.0
01162,Flaxieu,1350,1,Ain,Auvergne-Rhône-Alpes,71.0
01163,Foissiat,1340,1,Ain,Auvergne-Rhône-Alpes,2124.0
01165,Francheleins,1090,1,Ain,Auvergne-Rhône-Alpes,1643.0
01165,Francheleins,1090,1,Ain,Auvergne-Rhône-Alpes,1643.0
01165,Francheleins,1090,1,Ain,Auvergne-Rhône-Alpes,1643.0
01166,Frans,1480,1,Ain,Auvergne-Rhône-Alpes,2407.0
01167,Garnerans,1140,1,Ain,Auvergne-Rhône-Alpes,672.0
01169,Genouilleux,1090,1,Ain,Auvergne-Rhône-Alpes,632.0
01170,Béard-Géovreissiat,1460,1,Ain,Auvergne-Rhône-Alpes,1079.0
01171,Géovreisset,1100,1,Ain,Auvergne-Rhône-Alpes,917.0
01172,Germagnat,1250,1,Ain,Auvergne-Rhône-Alpes,
01173,Gex,1170,1,Ain,Auvergne-Rhône-Alpes,13375.0
01174,Giron,1130,1,Ain,Auvergne-Rhône-Alpes,187.0
01175,Gorrevod,1190,1,Ain,Auvergne-Rhône-Alpes,860.0
01177,Grand-Corent,1250,1,Ain,Auvergne-Rhône-Alpes,183.0
01179,Grièges,1290,1,Ain,Auvergne-Rhône-Alpes,1928.0
01180,Grilly,1220,1,Ain,Auvergne-Rhône-Alpes,853.0
01181,Groissiat,1100,1,Ain,Auvergne-Rhône-Alpes,1281.0
01183,Guéreins,1090,1,Ain,Auvergne-Rhône-Alpes,1477.0
01184,Hautecourt-Romanèche,1250,1,Ain,Auvergne-Rhône-Alpes,797.0
01184,Hautecourt-Romanèche,1250,1,Ain,Auvergne-Rhône-Alpes,797.0
01185,Hauteville-Lompnes,1110,1,Ain,Auvergne-Rhône-Alpes,5031.0
01186,Hostiaz,1110,1,Ain,Auvergne-Rhône-Alpes,
01187,Haut Valromey,1260,1,Ain,Auvergne-Rhône-Alpes,691.0
01187,Haut Valromey,1260,1,Ain,Auvergne-Rhône-Alpes,691.0
01187,Haut Valromey,1260,1,Ain,Auvergne-Rhône-Alpes,691.0
01187,Haut Valromey,1260,1,Ain,Auvergne-Rhône-Alpes,691.0
01188,Illiat,1140,1,Ain,Auvergne-Rhône-Alpes,644.0
01189,Injoux-Génissiat,1200,1,Ain,Auvergne-Rhône-Alpes,1162.0
01189,Injoux-Génissiat,1200,1,Ain,Auvergne-Rhône-Alpes,1162.0
01190,Innimond,1680,1,Ain,Auvergne-Rhône-Alpes,92.0
01191,Izenave,1430,1,Ain,Auvergne-Rhône-Alpes,160.0
01192,Izernore,1580,1,Ain,Auvergne-Rhône-Alpes,2309.0
01193,Izieu,1300,1,Ain,Auvergne-Rhône-Alpes,242.0
01194,Jassans-Riottier,1480,1,Ain,Auvergne-Rhône-Alpes,6458.0
01195,Jasseron,1250,1,Ain,Auvergne-Rhône-Alpes,1807.0
01196,Jayat,1340,1,Ain,Auvergne-Rhône-Alpes,1194.0
01197,Journans,1250,1,Ain,Auvergne-Rhône-Alpes,369.0
01198,Joyeux,1800,1,Ain,Auvergne-Rhône-Alpes,274.0
01199,Jujurieux,1640,1,Ain,Auvergne-Rhône-Alpes,2200.0
01200,Labalme,1450,1,Ain,Auvergne-Rhône-Alpes,212.0
01202,Lagnieu,1150,1,Ain,Auvergne-Rhône-Alpes,7289.0
01203,Laiz,1290,1,Ain,Auvergne-Rhône-Alpes,1251.0
01204,Poizat-Lalleyriat,1130,1,Ain,Auvergne-Rhône-Alpes,735.0
01204,Poizat-Lalleyriat,1130,1,Ain,Auvergne-Rhône-Alpes,735.0
01205,Lancrans,1200,1,Ain,Auvergne-Rhône-Alpes,
01206,Lantenay,1430,1,Ain,Auvergne-Rhône-Alpes,283.0
01207,Lapeyrouse,1330,1,Ain,Auvergne-Rhône-Alpes,328.0
01208,Lavours,1350,1,Ain,Auvergne-Rhône-Alpes,130.0
01209,Léaz,1200,1,Ain,Auvergne-Rhône-Alpes,754.0
01210,Lélex,1410,1,Ain,Auvergne-Rhône-Alpes,231.0
01211,Lent,1240,1,Ain,Auvergne-Rhône-Alpes,1439.0
01212,Lescheroux,1560,1,Ain,Auvergne-Rhône-Alpes,743.0
01213,Leyment,1150,1,Ain,Auvergne-Rhône-Alpes,1332.0
01214,Leyssard,1450,1,Ain,Auvergne-Rhône-Alpes,156.0
01215,Lhôpital,1420,1,Ain,Auvergne-Rhône-Alpes,134.0
01216,Lhuis,1680,1,Ain,Auvergne-Rhône-Alpes,910.0
01218,Lochieu,1260,1,Ain,Auvergne-Rhône-Alpes,
01219,Lompnas,1680,1,Ain,Auvergne-Rhône-Alpes,171.0
01221,Lompnieu,1260,1,Ain,Auvergne-Rhône-Alpes,
01224,Loyettes,1360,1,Ain,Auvergne-Rhône-Alpes,3176.0
01225,Lurcy,1090,1,Ain,Auvergne-Rhône-Alpes,393.0
01227,Magnieu,1300,1,Ain,Auvergne-Rhône-Alpes,657.0
01228,Maillat,1430,1,Ain,Auvergne-Rhône-Alpes,648.0
01229,Malafretaz,1340,1,Ain,Auvergne-Rhône-Alpes,1240.0
01230,Mantenay-Montlin,1560,1,Ain,Auvergne-Rhône-Alpes,320.0
01231,Manziat,1570,1,Ain,Auvergne-Rhône-Alpes,2012.0
01232,Marboz,1851,1,Ain,Auvergne-Rhône-Alpes,2291.0
01233,Marchamp,1680,1,Ain,Auvergne-Rhône-Alpes,134.0
01234,Marignieu,1300,1,Ain,Auvergne-Rhône-Alpes,175.0
01235,Marlieux,1240,1,Ain,Auvergne-Rhône-Alpes,1207.0
01236,Marsonnas,1340,1,Ain,Auvergne-Rhône-Alpes,1019.0
01237,Martignat,1100,1,Ain,Auvergne-Rhône-Alpes,1720.0
01238,Massieux,1600,1,Ain,Auvergne-Rhône-Alpes,2650.0
01239,Massignieu-de-Rives,1300,1,Ain,Auvergne-Rhône-Alpes,628.0
01240,Matafelon-Granges,1580,1,Ain,Auvergne-Rhône-Alpes,658.0
01240,Matafelon-Granges,1580,1,Ain,Auvergne-Rhône-Alpes,658.0
01241,Meillonnas,1370,1,Ain,Auvergne-Rhône-Alpes,1368.0
01242,Mérignat,1450,1,Ain,Auvergne-Rhône-Alpes,134.0
01243,Messimy-sur-Saône,1480,1,Ain,Auvergne-Rhône-Alpes,1256.0
01244,Meximieux,1800,1,Ain,Auvergne-Rhône-Alpes,7871.0
01245,Bohas-Meyriat-Rignat,1250,1,Ain,Auvergne-Rhône-Alpes,934.0
01245,Bohas-Meyriat-Rignat,1250,1,Ain,Auvergne-Rhône-Alpes,934.0
01245,Bohas-Meyriat-Rignat,1250,1,Ain,Auvergne-Rhône-Alpes,934.0
01246,Mézériat,1660,1,Ain,Auvergne-Rhône-Alpes,2209.0
01247,Mijoux,1170,1,Ain,Auvergne-Rhône-Alpes,353.0
01247,Mijoux,1410,1,Ain,Auvergne-Rhône-Alpes,353.0
01248,Mionnay,1390,1,Ain,Auvergne-Rhône-Alpes,2147.0
01249,Miribel,1700,1,Ain,Auvergne-Rhône-Alpes,10075.0
01249,Miribel,1700,1,Ain,Auvergne-Rhône-Alpes,10075.0
01249,Miribel,1700,1,Ain,Auvergne-Rhône-Alpes,10075.0
01250,Misérieux,1600,1,Ain,Auvergne-Rhône-Alpes,2195.0
01252,Mogneneins,1140,1,Ain,Auvergne-Rhône-Alpes,801.0
01254,Montagnat,1250,1,Ain,Auvergne-Rhône-Alpes,2040.0
01255,Montagnieu,1470,1,Ain,Auvergne-Rhône-Alpes,634.0
01257,Montanges,1200,1,Ain,Auvergne-Rhône-Alpes,354.0
01258,Montceaux,1090,1,Ain,Auvergne-Rhône-Alpes,1231.0
01259,Montcet,1310,1,Ain,Auvergne-Rhône-Alpes,706.0
01260,Montellier,1800,1,Ain,Auvergne-Rhône-Alpes,305.0
01261,Monthieux,1390,1,Ain,Auvergne-Rhône-Alpes,669.0
01262,Montluel,1120,1,Ain,Auvergne-Rhône-Alpes,7048.0
01262,Montluel,1120,1,Ain,Auvergne-Rhône-Alpes,7048.0
01262,Montluel,1120,1,Ain,Auvergne-Rhône-Alpes,7048.0
01263,Montmerle-sur-Saône,1090,1,Ain,Auvergne-Rhône-Alpes,3859.0
01264,Montracol,1310,1,Ain,Auvergne-Rhône-Alpes,1060.0
01265,Montréal-la-Cluse,1460,1,Ain,Auvergne-Rhône-Alpes,3505.0
01266,Montrevel-en-Bresse,1340,1,Ain,Auvergne-Rhône-Alpes,2531.0
01267,Nurieux-Volognat,1460,1,Ain,Auvergne-Rhône-Alpes,1052.0
01267,Nurieux-Volognat,1460,1,Ain,Auvergne-Rhône-Alpes,1052.0
01268,Murs-et-Gélignieux,1300,1,Ain,Auvergne-Rhône-Alpes,256.0
01269,Nantua,1130,1,Ain,Auvergne-Rhône-Alpes,3584.0
01269,Nantua,1460,1,Ain,Auvergne-Rhône-Alpes,3584.0
01272,Neuville-les-Dames,1400,1,Ain,Auvergne-Rhône-Alpes,1531.0
01273,Neuville-sur-Ain,1160,1,Ain,Auvergne-Rhône-Alpes,1784.0
01274,Neyrolles,1130,1,Ain,Auvergne-Rhône-Alpes,654.0
01275,Neyron,1700,1,Ain,Auvergne-Rhône-Alpes,2576.0
01276,Niévroz,1120,1,Ain,Auvergne-Rhône-Alpes,1646.0
01277,Nivollet-Montgriffon,1230,1,Ain,Auvergne-Rhône-Alpes,121.0
01279,Oncieu,1230,1,Ain,Auvergne-Rhône-Alpes,95.0
01280,Ordonnaz,1510,1,Ain,Auvergne-Rhône-Alpes,142.0
01281,Ornex,1210,1,Ain,Auvergne-Rhône-Alpes,4575.0
01282,Outriaz,1430,1,Ain,Auvergne-Rhône-Alpes,266.0
01283,Oyonnax,1100,1,Ain,Auvergne-Rhône-Alpes,22943.0
01283,Oyonnax,1100,1,Ain,Auvergne-Rhône-Alpes,22943.0
01283,Oyonnax,1100,1,Ain,Auvergne-Rhône-Alpes,22943.0
01284,Ozan,1190,1,Ain,Auvergne-Rhône-Alpes,692.0
01285,Parcieux,1600,1,Ain,Auvergne-Rhône-Alpes,1235.0
01286,Parves et Nattages,1300,1,Ain,Auvergne-Rhône-Alpes,980.0
01286,Parves et Nattages,1300,1,Ain,Auvergne-Rhône-Alpes,980.0
01288,Péron,1630,1,Ain,Auvergne-Rhône-Alpes,2673.0
01289,Péronnas,1960,1,Ain,Auvergne-Rhône-Alpes,6675.0
01290,Pérouges,1800,1,Ain,Auvergne-Rhône-Alpes,1228.0
01291,Perrex,1540,1,Ain,Auvergne-Rhône-Alpes,845.0
01293,Peyriat,1430,1,Ain,Auvergne-Rhône-Alpes,161.0
01294,Peyrieu,1300,1,Ain,Auvergne-Rhône-Alpes,888.0
01295,Peyzieux-sur-Saône,1140,1,Ain,Auvergne-Rhône-Alpes,674.0
01296,Pirajoux,1270,1,Ain,Auvergne-Rhône-Alpes,415.0
01297,Pizay,1120,1,Ain,Auvergne-Rhône-Alpes,834.0
01298,Plagne,1130,1,Ain,Auvergne-Rhône-Alpes,134.0
01299,Plantay,1330,1,Ain,Auvergne-Rhône-Alpes,573.0
01301,Polliat,1310,1,Ain,Auvergne-Rhône-Alpes,2572.0
01302,Pollieu,1350,1,Ain,Auvergne-Rhône-Alpes,165.0
01303,Poncin,1450,1,Ain,Auvergne-Rhône-Alpes,1738.0
01304,Pont-d'Ain,1160,1,Ain,Auvergne-Rhône-Alpes,2993.0
01305,Pont-de-Vaux,1190,1,Ain,Auvergne-Rhône-Alpes,2303.0
01306,Pont-de-Veyle,1290,1,Ain,Auvergne-Rhône-Alpes,1690.0
01307,Port,1460,1,Ain,Auvergne-Rhône-Alpes,869.0
01308,Pougny,1550,1,Ain,Auvergne-Rhône-Alpes,826.0
01309,Pouillat,1250,1,Ain,Auvergne-Rhône-Alpes,88.0
01310,Prémeyzel,1300,1,Ain,Auvergne-Rhône-Alpes,252.0
01311,Prémillieu,1110,1,Ain,Auvergne-Rhône-Alpes,45.0
01313,Prévessin-Moëns,1280,1,Ain,Auvergne-Rhône-Alpes,8431.0
01313,Prévessin-Moëns,1280,1,Ain,Auvergne-Rhône-Alpes,8431.0
01314,Priay,1160,1,Ain,Auvergne-Rhône-Alpes,1763.0
01316,Pugieu,1510,1,Ain,Auvergne-Rhône-Alpes,
01317,Ramasse,1250,1,Ain,Auvergne-Rhône-Alpes,330.0
01318,Rancé,1390,1,Ain,Auvergne-Rhône-Alpes,744.0
01319,Relevant,1990,1,Ain,Auvergne-Rhône-Alpes,468.0
01320,Replonges,1750,1,Ain,Auvergne-Rhône-Alpes,3796.0
01321,Revonnas,1250,1,Ain,Auvergne-Rhône-Alpes,934.0
01322,Reyrieux,1600,1,Ain,Auvergne-Rhône-Alpes,4929.0
01323,Reyssouze,1190,1,Ain,Auvergne-Rhône-Alpes,993.0
01325,Rignieux-le-Franc,1800,1,Ain,Auvergne-Rhône-Alpes,988.0
01328,Romans,1400,1,Ain,Auvergne-Rhône-Alpes,594.0
01329,Rossillon,1510,1,Ain,Auvergne-Rhône-Alpes,157.0
01330,Ruffieu,1260,1,Ain,Auvergne-Rhône-Alpes,191.0
01331,Saint-Alban,1450,1,Ain,Auvergne-Rhône-Alpes,182.0
01332,Saint-André-de-Bâgé,1380,1,Ain,Auvergne-Rhône-Alpes,773.0
01333,Saint-André-de-Corcy,1390,1,Ain,Auvergne-Rhône-Alpes,3408.0
01334,Saint-André-d'Huiriat,1290,1,Ain,Auvergne-Rhône-Alpes,635.0
01335,Saint-André-le-Bouchoux,1240,1,Ain,Auvergne-Rhône-Alpes,396.0
01336,Saint-André-sur-Vieux-Jonc,1960,1,Ain,Auvergne-Rhône-Alpes,1176.0
01337,Saint-Bénigne,1190,1,Ain,Auvergne-Rhône-Alpes,1292.0
01338,Groslée-Saint-Benoit,1300,1,Ain,Auvergne-Rhône-Alpes,1229.0
01338,Groslée-Saint-Benoit,1680,1,Ain,Auvergne-Rhône-Alpes,1229.0
01339,Saint-Bernard,1600,1,Ain,Auvergne-Rhône-Alpes,1475.0
01341,Saint-Champ,1300,1,Ain,Auvergne-Rhône-Alpes,
01342,Sainte-Croix,1120,1,Ain,Auvergne-Rhône-Alpes,578.0
01343,Saint-Cyr-sur-Menthon,1380,1,Ain,Auvergne-Rhône-Alpes,1816.0
01344,Saint-Denis-lès-Bourg,1000,1,Ain,Auvergne-Rhône-Alpes,5908.0
01345,Saint-Denis-en-Bugey,1500,1,Ain,Auvergne-Rhône-Alpes,2336.0
01346,Saint-Didier-d'Aussiat,1340,1,Ain,Auvergne-Rhône-Alpes,884.0
01347,Saint-Didier-de-Formans,1600,1,Ain,Auvergne-Rhône-Alpes,2029.0
01348,Saint-Didier-sur-Chalaronne,1140,1,Ain,Auvergne-Rhône-Alpes,2938.0
01349,Saint-Éloi,1800,1,Ain,Auvergne-Rhône-Alpes,461.0
